Datum;Zürich;Basel
09.06.2016 05:00;14.9;15.4
09.06.2016 06:00;15.0;15.2
09.06.2016 07:00;15.2;15.2
09.06.2016 08:00;15.7;15.1
09.06.2016 09:00;16.2;15.5
09.06.2016 10:00;16.1;15.7
09.06.2016 11:00;16.6;17.6
09.06.2016 12:00;16.9;19.1
09.06.2016 13:00;17.6;20.1
09.06.2016 14:00;19.2;21.1
09.06.2016 15:00;19.8;21.6
09.06.2016 16:00;20.0;22.4
09.06.2016 17:00;20.2;22.9
09.06.2016 18:00;19.7;22.5
09.06.2016 19:00;18.6;21.4
09.06.2016 20:00;18.3;19.9
09.06.2016 21:00;17.6;17.6
09.06.2016 22:00;16.9;15.4
09.06.2016 23:00;16.1;14.8
10.06.2016 00:00;15.4;13.8
10.06.2016 01:00;14.5;12.8
10.06.2016 02:00;14.0;12.8
10.06.2016 03:00;13.5;12.5
10.06.2016 04:00;13.2;12.2
10.06.2016 05:00;12.6;11.5
10.06.2016 06:00;12.8;11.9
10.06.2016 07:00;13.6;13.5
10.06.2016 08:00;15.1;15.2
10.06.2016 09:00;16.9;17.5
10.06.2016 10:00;18.7;19.0
10.06.2016 11:00;20.4;20.9
10.06.2016 12:00;21.9;21.9
10.06.2016 13:00;22.8;22.9
10.06.2016 14:00;23.3;23.1
10.06.2016 15:00;23.5;24.0
10.06.2016 16:00;24.1;24.3
10.06.2016 17:00;24.7;23.9
10.06.2016 18:00;24.4;23.8
10.06.2016 19:00;23.8;22.7
10.06.2016 20:00;23.0;22.1
10.06.2016 21:00;21.9;20.1
10.06.2016 22:00;21.3;18.8
10.06.2016 23:00;20.2;17.8
11.06.2016 00:00;19.3;17.2
11.06.2016 01:00;19.2;15.9
11.06.2016 02:00;18.1;15.5
11.06.2016 03:00;17.6;15.4
11.06.2016 04:00;17.1;15.3
11.06.2016 05:00;16.8;14.8
11.06.2016 06:00;15.9;14.8
11.06.2016 07:00;15.1;15.2
11.06.2016 08:00;15.5;16.0
11.06.2016 09:00;16.1;17.4
11.06.2016 10:00;17.4;17.4
11.06.2016 11:00;15.7;17.5
11.06.2016 12:00;15.9;18.8
11.06.2016 13:00;18.6;20.1
11.06.2016 14:00;19.0;19.3
11.06.2016 15:00;19.8;16.8
11.06.2016 16:00;20.4;17.6
11.06.2016 17:00;19.8;17.3
11.06.2016 18:00;18.9;17.6
11.06.2016 19:00;18.2;17.6
11.06.2016 20:00;17.7;16.7
11.06.2016 21:00;17.5;15.8
11.06.2016 22:00;17.3;15.6
11.06.2016 23:00;17.4;15.5
12.06.2016 00:00;16.9;14.5
12.06.2016 01:00;16.7;14.6
12.06.2016 02:00;15.4;14.5
12.06.2016 03:00;15.4;14.7
12.06.2016 04:00;15.2;14.4
12.06.2016 05:00;15.8;14.6
12.06.2016 06:00;15.8;14.9
12.06.2016 07:00;16.3;15.1
12.06.2016 08:00;16.8;15.5
12.06.2016 09:00;17.7;15.4
12.06.2016 10:00;17.6;15.4
12.06.2016 11:00;16.5;15.9
12.06.2016 12:00;16.8;16.9
12.06.2016 13:00;17.0;17.8
12.06.2016 14:00;16.9;18.1
12.06.2016 15:00;17.8;18.2
12.06.2016 16:00;18.4;18.1
12.06.2016 17:00;18.2;17.9
12.06.2016 18:00;17.3;17.6
12.06.2016 19:00;17.0;17.2
12.06.2016 20:00;16.1;16.8
12.06.2016 21:00;15.8;15.5
12.06.2016 22:00;15.8;14.1
12.06.2016 23:00;15.9;14.4
13.06.2016 00:00;15.5;14.1
13.06.2016 01:00;15.5;14.0
13.06.2016 02:00;15.1;14.1
13.06.2016 03:00;14.6;13.9
13.06.2016 04:00;14.6;13.9
13.06.2016 05:00;14.6;13.7
13.06.2016 06:00;14.2;13.9
13.06.2016 07:00;14.5;14.7
13.06.2016 08:00;14.1;16.2
13.06.2016 09:00;15.2;16.6
13.06.2016 10:00;15.5;16.4
13.06.2016 11:00;15.5;16.2
13.06.2016 12:00;16.6;16.2
13.06.2016 13:00;15.7;17.0
13.06.2016 14:00;16.3;17.3
13.06.2016 15:00;18.9;17.8
13.06.2016 16:00;17.4;15.7
13.06.2016 17:00;18.3;15.3
13.06.2016 18:00;16.6;15.0
13.06.2016 19:00;15.9;14.7
13.06.2016 20:00;14.7;14.3
13.06.2016 21:00;14.3;14.1
13.06.2016 22:00;13.9;13.7
13.06.2016 23:00;13.9;13.6
14.06.2016 00:00;14.0;13.4
14.06.2016 01:00;14.0;13.4
14.06.2016 02:00;14.2;13.3
14.06.2016 03:00;14.1;13.3
14.06.2016 04:00;14.0;13.3
14.06.2016 05:00;14.1;13.3
14.06.2016 06:00;14.3;13.4
14.06.2016 07:00;14.2;13.6
14.06.2016 08:00;14.9;14.9
14.06.2016 09:00;15.8;15.2
14.06.2016 10:00;16.8;15.5
14.06.2016 11:00;16.0;16.1
14.06.2016 12:00;16.3;16.7
14.06.2016 13:00;16.8;16.9
14.06.2016 14:00;17.6;16.5
14.06.2016 15:00;18.0;15.0
14.06.2016 16:00;17.6;15.1
14.06.2016 17:00;17.2;14.7
14.06.2016 18:00;16.2;15.7
14.06.2016 19:00;15.8;15.3
14.06.2016 20:00;15.2;14.6
14.06.2016 21:00;15.1;13.1
14.06.2016 22:00;15.2;13.7
14.06.2016 23:00;14.9;13.6
15.06.2016 00:00;14.8;12.5
15.06.2016 01:00;14.9;12.5
15.06.2016 02:00;15.4;12.5
15.06.2016 03:00;14.6;12.4
15.06.2016 04:00;13.9;12.2
15.06.2016 05:00;12.9;12.2
15.06.2016 06:00;12.8;12.2
15.06.2016 07:00;13.3;12.3
15.06.2016 08:00;13.9;12.7
15.06.2016 09:00;14.8;12.9
15.06.2016 10:00;14.7;13.8
15.06.2016 11:00;15.1;15.0
15.06.2016 12:00;17.0;13.7
15.06.2016 13:00;18.6;15.3
15.06.2016 14:00;17.1;15.6
15.06.2016 15:00;16.5;18.1
15.06.2016 16:00;15.8;20.1
15.06.2016 17:00;16.2;19.6
15.06.2016 18:00;16.4;18.5
15.06.2016 19:00;16.0;18.0
15.06.2016 20:00;15.9;16.9
15.06.2016 21:00;15.6;15.4
15.06.2016 22:00;15.2;14.7
15.06.2016 23:00;15.0;14.2
16.06.2016 00:00;14.9;13.8
16.06.2016 01:00;14.2;13.6
16.06.2016 02:00;14.0;13.2
16.06.2016 03:00;13.8;12.8
16.06.2016 04:00;13.9;12.7
16.06.2016 05:00;13.7;12.6
16.06.2016 06:00;13.6;12.8
16.06.2016 07:00;13.6;13.0
16.06.2016 08:00;13.7;12.9
16.06.2016 09:00;13.5;13.3
16.06.2016 10:00;14.2;13.4
16.06.2016 11:00;14.9;14.2
16.06.2016 12:00;14.7;15.2
16.06.2016 13:00;14.9;15.1
16.06.2016 14:00;15.2;15.7
16.06.2016 15:00;15.7;16.6
16.06.2016 16:00;15.9;16.3
16.06.2016 17:00;15.6;16.1
16.06.2016 18:00;15.1;15.1
16.06.2016 19:00;14.7;14.1
16.06.2016 20:00;14.3;13.7
16.06.2016 21:00;13.8;13.5
16.06.2016 22:00;13.2;13.3
16.06.2016 23:00;11.9;12.4
17.06.2016 00:00;11.8;12.2
17.06.2016 01:00;11.8;11.9
17.06.2016 02:00;11.7;11.8
17.06.2016 03:00;11.4;11.7
17.06.2016 04:00;11.1;11.6
17.06.2016 05:00;10.7;11.4
17.06.2016 06:00;10.8;11.5
17.06.2016 07:00;11.4;12.3
17.06.2016 08:00;12.4;13.5
17.06.2016 09:00;13.5;14.2
17.06.2016 10:00;14.8;15.6
17.06.2016 11:00;16.6;16.3
17.06.2016 12:00;17.8;14.7
17.06.2016 13:00;18.2;13.8
17.06.2016 14:00;18.6;16.4
17.06.2016 15:00;19.1;17.0
17.06.2016 16:00;19.4;15.2
17.06.2016 17:00;20.3;16.9
17.06.2016 18:00;19.9;14.8
17.06.2016 19:00;18.7;16.8
17.06.2016 20:00;17.9;16.4
17.06.2016 21:00;17.3;15.0
17.06.2016 22:00;15.6;14.1
17.06.2016 23:00;13.7;13.8
18.06.2016 00:00;13.2;13.1
18.06.2016 01:00;12.6;12.8
18.06.2016 02:00;12.9;12.7
18.06.2016 03:00;13.0;12.4
18.06.2016 04:00;13.0;12.2
18.06.2016 05:00;12.5;12.1
18.06.2016 06:00;12.7;12.5
18.06.2016 07:00;13.2;13.2
18.06.2016 08:00;14.4;13.7
18.06.2016 09:00;15.8;15.1
18.06.2016 10:00;17.0;16.9
18.06.2016 11:00;17.5;16.9
18.06.2016 12:00;19.5;16.4
18.06.2016 13:00;19.3;17.2
18.06.2016 14:00;18.8;17.1
18.06.2016 15:00;16.1;16.9
18.06.2016 16:00;15.0;17.4
18.06.2016 17:00;15.0;17.5
18.06.2016 18:00;16.2;14.9
18.06.2016 19:00;15.8;
18.06.2016 20:00;;
18.06.2016 21:00;;
18.06.2016 22:00;;
18.06.2016 23:00;;
19.06.2016 00:00;;
