Datum;Zürich;Basel
01.01.2016 01:00;6.1;5.3
01.01.2016 02:00;5.9;5.4
01.01.2016 03:00;6.0;5.7
01.01.2016 04:00;6.2;5.9
01.01.2016 05:00;6.3;5.2
01.01.2016 06:00;6.5;4.0
01.01.2016 07:00;6.3;3.3
01.01.2016 08:00;6.0;2.8
01.01.2016 09:00;5.5;3.5
01.01.2016 10:00;5.8;2.3
01.01.2016 11:00;5.7;4.2
01.01.2016 12:00;5.1;4.6
01.01.2016 13:00;5.4;6.0
01.01.2016 14:00;5.9;6.9
01.01.2016 15:00;6.3;6.5
01.01.2016 16:00;5.8;5.7
01.01.2016 17:00;5.3;5.1
01.01.2016 18:00;5.1;5.3
01.01.2016 19:00;5.2;5.3
01.01.2016 20:00;5.3;5.4
01.01.2016 21:00;5.4;5.3
01.01.2016 22:00;5.2;5.2
01.01.2016 23:00;5.1;5.2
02.01.2016 00:00;5.0;5.3
02.01.2016 01:00;4.8;5.2
02.01.2016 02:00;5.0;5.1
02.01.2016 03:00;5.1;5.3
02.01.2016 04:00;5.3;5.3
02.01.2016 05:00;5.1;4.9
02.01.2016 06:00;5.0;4.7
02.01.2016 07:00;5.2;4.8
02.01.2016 08:00;4.9;4.8
02.01.2016 09:00;4.9;4.7
02.01.2016 10:00;5.0;4.8
02.01.2016 11:00;5.2;5.2
02.01.2016 12:00;5.3;5.4
02.01.2016 13:00;5.6;5.6
02.01.2016 14:00;5.7;5.7
02.01.2016 15:00;5.8;6.4
02.01.2016 16:00;6.1;6.6
02.01.2016 17:00;6.4;6.2
02.01.2016 18:00;6.0;6.0
02.01.2016 19:00;5.8;5.8
02.01.2016 20:00;6.0;5.6
02.01.2016 21:00;6.2;5.3
02.01.2016 22:00;6.1;4.7
02.01.2016 23:00;6.4;4.7
03.01.2016 00:00;6.4;4.7
03.01.2016 01:00;6.4;5.5
03.01.2016 02:00;6.4;5.4
03.01.2016 03:00;6.3;5.7
03.01.2016 04:00;6.3;5.0
03.01.2016 05:00;6.2;4.6
03.01.2016 06:00;6.2;4.9
03.01.2016 07:00;6.2;5.5
03.01.2016 08:00;6.0;4.8
03.01.2016 09:00;5.8;4.2
03.01.2016 10:00;5.8;4.2
03.01.2016 11:00;6.0;5.6
03.01.2016 12:00;6.0;6.1
03.01.2016 13:00;6.5;7.2
03.01.2016 14:00;7.0;7.6
03.01.2016 15:00;7.0;7.6
03.01.2016 16:00;6.6;7.2
03.01.2016 17:00;6.1;6.5
03.01.2016 18:00;5.8;6.1
03.01.2016 19:00;5.5;6.0
03.01.2016 20:00;5.2;5.9
03.01.2016 21:00;4.9;5.5
03.01.2016 22:00;4.8;5.4
03.01.2016 23:00;4.6;4.7
04.01.2016 00:00;4.6;4.6
04.01.2016 01:00;4.4;4.2
04.01.2016 02:00;3.5;3.9
04.01.2016 03:00;3.4;3.9
04.01.2016 04:00;3.6;4.0
04.01.2016 05:00;3.7;5.7
04.01.2016 06:00;4.0;6.6
04.01.2016 07:00;4.8;6.4
04.01.2016 08:00;5.8;5.3
04.01.2016 09:00;6.0;5.4
04.01.2016 10:00;4.2;5.6
04.01.2016 11:00;3.8;5.3
04.01.2016 12:00;4.7;5.5
04.01.2016 13:00;5.2;6.5
04.01.2016 14:00;5.6;7.1
04.01.2016 15:00;5.0;7.6
04.01.2016 16:00;5.6;7.6
04.01.2016 17:00;5.8;7.3
04.01.2016 18:00;6.1;6.7
04.01.2016 19:00;6.3;7.0
04.01.2016 20:00;6.2;5.9
04.01.2016 21:00;6.3;5.8
04.01.2016 22:00;4.2;4.7
04.01.2016 23:00;3.8;4.0
05.01.2016 00:00;3.7;4.1
05.01.2016 01:00;3.7;4.2
05.01.2016 02:00;3.9;3.9
05.01.2016 03:00;4.0;4.1
05.01.2016 04:00;4.0;4.2
05.01.2016 05:00;4.0;4.6
05.01.2016 06:00;4.2;4.7
05.01.2016 07:00;4.3;4.5
05.01.2016 08:00;4.7;4.5
05.01.2016 09:00;4.9;5.0
05.01.2016 10:00;5.5;5.3
05.01.2016 11:00;5.5;5.2
05.01.2016 12:00;6.8;5.7
05.01.2016 13:00;7.4;6.1
05.01.2016 14:00;8.1;6.8
05.01.2016 15:00;7.9;6.8
05.01.2016 16:00;7.9;7.0
05.01.2016 17:00;7.8;6.7
05.01.2016 18:00;6.7;6.7
05.01.2016 19:00;6.5;6.7
05.01.2016 20:00;6.0;6.1
05.01.2016 21:00;5.4;5.5
05.01.2016 22:00;5.9;5.3
05.01.2016 23:00;5.8;5.4
06.01.2016 00:00;6.1;5.0
06.01.2016 01:00;5.8;4.9
06.01.2016 02:00;5.8;4.2
06.01.2016 03:00;5.6;4.0
06.01.2016 04:00;5.0;3.9
06.01.2016 05:00;4.7;3.9
06.01.2016 06:00;4.2;3.6
06.01.2016 07:00;4.1;3.6
06.01.2016 08:00;3.8;3.6
06.01.2016 09:00;3.8;3.7
06.01.2016 10:00;4.2;4.2
06.01.2016 11:00;4.9;4.9
06.01.2016 12:00;6.6;5.4
06.01.2016 13:00;7.5;5.8
06.01.2016 14:00;7.4;6.3
06.01.2016 15:00;7.8;6.6
06.01.2016 16:00;7.5;6.5
06.01.2016 17:00;7.3;6.0
06.01.2016 18:00;7.1;5.5
06.01.2016 19:00;6.8;5.0
06.01.2016 20:00;6.2;4.9
06.01.2016 21:00;5.2;5.0
06.01.2016 22:00;4.3;5.1
06.01.2016 23:00;3.8;5.1
07.01.2016 00:00;3.4;4.8
07.01.2016 01:00;4.0;4.7
07.01.2016 02:00;4.3;4.9
07.01.2016 03:00;4.0;4.7
07.01.2016 04:00;4.0;4.4
07.01.2016 05:00;4.0;4.1
07.01.2016 06:00;3.9;3.5
07.01.2016 07:00;3.4;3.5
07.01.2016 08:00;3.4;3.5
07.01.2016 09:00;3.4;3.6
07.01.2016 10:00;3.4;4.2
07.01.2016 11:00;4.0;4.9
07.01.2016 12:00;4.1;5.4
07.01.2016 13:00;4.3;5.7
07.01.2016 14:00;3.5;5.4
07.01.2016 15:00;1.7;4.7
07.01.2016 16:00;1.9;4.5
07.01.2016 17:00;3.8;7.4
07.01.2016 18:00;5.2;8.4
07.01.2016 19:00;6.4;8.6
07.01.2016 20:00;7.1;8.5
07.01.2016 21:00;7.3;7.9
07.01.2016 22:00;7.0;7.8
07.01.2016 23:00;6.8;7.7
08.01.2016 00:00;6.5;7.5
08.01.2016 01:00;6.2;7.8
08.01.2016 02:00;6.5;7.5
08.01.2016 03:00;6.5;7.1
08.01.2016 04:00;6.2;7.0
08.01.2016 05:00;5.8;6.2
08.01.2016 06:00;5.2;5.5
08.01.2016 07:00;5.4;5.1
08.01.2016 08:00;5.4;5.2
08.01.2016 09:00;5.0;4.9
08.01.2016 10:00;5.6;4.7
08.01.2016 11:00;5.8;5.0
08.01.2016 12:00;6.0;5.4
08.01.2016 13:00;6.2;5.7
08.01.2016 14:00;6.2;5.6
08.01.2016 15:00;5.9;5.3
08.01.2016 16:00;5.5;5.1
08.01.2016 17:00;5.3;5.0
08.01.2016 18:00;4.9;4.7
08.01.2016 19:00;5.0;4.5
08.01.2016 20:00;4.9;4.2
08.01.2016 21:00;4.6;4.3
08.01.2016 22:00;4.7;4.3
08.01.2016 23:00;4.8;4.4
09.01.2016 00:00;5.1;4.5
09.01.2016 01:00;5.4;4.6
09.01.2016 02:00;5.5;4.8
09.01.2016 03:00;5.5;4.9
09.01.2016 04:00;5.6;4.9
09.01.2016 05:00;5.8;4.9
09.01.2016 06:00;6.0;4.9
09.01.2016 07:00;6.4;4.9
09.01.2016 08:00;6.6;4.9
09.01.2016 09:00;6.6;5.1
09.01.2016 10:00;6.6;5.2
09.01.2016 11:00;6.7;5.5
09.01.2016 12:00;6.9;6.1
09.01.2016 13:00;7.5;6.7
09.01.2016 14:00;8.0;6.9
09.01.2016 15:00;8.0;7.2
09.01.2016 16:00;8.5;7.6
09.01.2016 17:00;8.6;7.2
09.01.2016 18:00;7.8;6.0
09.01.2016 19:00;7.6;5.4
09.01.2016 20:00;7.1;5.0
09.01.2016 21:00;6.6;5.3
09.01.2016 22:00;6.3;5.2
09.01.2016 23:00;5.7;5.1
10.01.2016 00:00;5.1;5.1
10.01.2016 01:00;4.4;5.5
10.01.2016 02:00;4.6;5.9
10.01.2016 03:00;4.3;5.7
10.01.2016 04:00;4.4;5.6
10.01.2016 05:00;4.4;5.7
10.01.2016 06:00;4.5;6.6
10.01.2016 07:00;4.7;5.4
10.01.2016 08:00;5.3;5.4
10.01.2016 09:00;6.7;5.3
10.01.2016 10:00;7.0;5.8
10.01.2016 11:00;6.5;6.0
10.01.2016 12:00;6.4;7.4
10.01.2016 13:00;6.3;7.9
10.01.2016 14:00;6.3;8.0
10.01.2016 15:00;6.4;7.1
10.01.2016 16:00;6.3;5.9
10.01.2016 17:00;6.1;5.5
10.01.2016 18:00;6.0;5.6
10.01.2016 19:00;6.9;5.9
10.01.2016 20:00;7.1;7.6
10.01.2016 21:00;6.8;7.0
10.01.2016 22:00;6.8;7.5
10.01.2016 23:00;7.0;7.8
11.01.2016 00:00;6.7;7.6
11.01.2016 01:00;6.5;6.4
11.01.2016 02:00;6.2;6.0
11.01.2016 03:00;5.9;5.9
11.01.2016 04:00;5.6;5.4
11.01.2016 05:00;5.6;4.9
11.01.2016 06:00;5.5;4.6
11.01.2016 07:00;5.4;4.4
11.01.2016 08:00;5.2;4.4
11.01.2016 09:00;5.2;4.1
11.01.2016 10:00;5.0;4.4
11.01.2016 11:00;6.3;6.1
11.01.2016 12:00;6.4;6.7
11.01.2016 13:00;6.6;8.0
11.01.2016 14:00;6.9;8.5
11.01.2016 15:00;7.7;9.7
11.01.2016 16:00;8.4;7.7
11.01.2016 17:00;9.1;7.3
11.01.2016 18:00;8.9;8.1
11.01.2016 19:00;8.3;7.4
11.01.2016 20:00;6.3;6.6
11.01.2016 21:00;5.7;6.4
11.01.2016 22:00;6.1;6.7
11.01.2016 23:00;6.3;6.3
12.01.2016 00:00;6.5;6.5
12.01.2016 01:00;6.8;6.2
12.01.2016 02:00;6.8;5.7
12.01.2016 03:00;5.7;5.6
12.01.2016 04:00;5.5;6.0
12.01.2016 05:00;5.1;6.3
12.01.2016 06:00;6.1;6.8
12.01.2016 07:00;6.4;6.6
12.01.2016 08:00;5.3;5.9
12.01.2016 09:00;5.5;5.8
12.01.2016 10:00;5.7;5.4
12.01.2016 11:00;5.3;5.7
12.01.2016 12:00;5.4;7.3
12.01.2016 13:00;6.2;6.9
12.01.2016 14:00;6.2;7.7
12.01.2016 15:00;6.8;7.5
12.01.2016 16:00;6.2;7.7
12.01.2016 17:00;6.4;6.2
12.01.2016 18:00;5.8;5.5
12.01.2016 19:00;4.8;5.7
12.01.2016 20:00;4.6;5.8
12.01.2016 21:00;4.2;5.2
12.01.2016 22:00;4.4;4.7
12.01.2016 23:00;4.7;4.2
13.01.2016 00:00;3.7;3.9
13.01.2016 01:00;2.9;4.4
13.01.2016 02:00;3.3;4.5
13.01.2016 03:00;3.7;4.8
13.01.2016 04:00;3.8;4.1
13.01.2016 05:00;3.0;3.9
13.01.2016 06:00;2.5;4.1
13.01.2016 07:00;3.0;3.7
13.01.2016 08:00;2.9;4.2
13.01.2016 09:00;3.2;3.5
13.01.2016 10:00;2.4;3.4
13.01.2016 11:00;2.7;3.8
13.01.2016 12:00;2.6;4.3
13.01.2016 13:00;2.8;5.4
13.01.2016 14:00;4.0;5.4
13.01.2016 15:00;4.4;5.3
13.01.2016 16:00;4.6;5.2
13.01.2016 17:00;4.6;4.7
13.01.2016 18:00;4.6;4.2
13.01.2016 19:00;4.4;4.2
13.01.2016 20:00;3.9;3.7
13.01.2016 21:00;3.7;3.0
13.01.2016 22:00;3.5;1.9
13.01.2016 23:00;3.1;1.7
14.01.2016 00:00;2.7;0.7
14.01.2016 01:00;1.9;0.5
14.01.2016 02:00;1.1;0.1
14.01.2016 03:00;0.8;-0.3
14.01.2016 04:00;0.5;-0.5
14.01.2016 05:00;0.4;-0.8
14.01.2016 06:00;0.3;-0.6
14.01.2016 07:00;0.1;-0.3
14.01.2016 08:00;0.0;-0.1
14.01.2016 09:00;0.1;0.1
14.01.2016 10:00;-0.2;0.3
14.01.2016 11:00;0.1;0.7
14.01.2016 12:00;0.9;1.4
14.01.2016 13:00;1.5;2.1
14.01.2016 14:00;1.9;2.2
14.01.2016 15:00;0.6;1.7
14.01.2016 16:00;0.2;1.7
14.01.2016 17:00;0.6;1.8
14.01.2016 18:00;1.6;1.7
14.01.2016 19:00;2.0;1.6
14.01.2016 20:00;2.0;2.5
14.01.2016 21:00;1.9;3.0
14.01.2016 22:00;2.1;3.0
14.01.2016 23:00;2.3;3.5
15.01.2016 00:00;3.4;3.8
15.01.2016 01:00;3.6;3.2
15.01.2016 02:00;2.3;3.3
15.01.2016 03:00;2.0;3.4
15.01.2016 04:00;2.5;2.0
15.01.2016 05:00;1.4;2.0
15.01.2016 06:00;1.4;2.1
15.01.2016 07:00;1.5;1.8
15.01.2016 08:00;1.4;1.8
15.01.2016 09:00;1.6;1.6
15.01.2016 10:00;1.7;2.0
15.01.2016 11:00;1.7;3.1
15.01.2016 12:00;2.1;3.0
15.01.2016 13:00;2.6;3.4
15.01.2016 14:00;2.9;3.3
15.01.2016 15:00;2.9;3.4
15.01.2016 16:00;2.7;3.4
15.01.2016 17:00;2.5;2.8
15.01.2016 18:00;2.2;2.3
15.01.2016 19:00;1.4;2.3
15.01.2016 20:00;1.5;2.3
15.01.2016 21:00;1.3;2.1
15.01.2016 22:00;0.6;1.4
15.01.2016 23:00;0.3;1.4
16.01.2016 00:00;0.4;1.4
16.01.2016 01:00;0.5;1.3
16.01.2016 02:00;0.4;1.1
16.01.2016 03:00;0.2;1.0
16.01.2016 04:00;0.0;0.6
16.01.2016 05:00;0.2;0.4
16.01.2016 06:00;0.0;0.3
16.01.2016 07:00;0.0;0.6
16.01.2016 08:00;0.0;0.6
16.01.2016 09:00;0.3;0.7
16.01.2016 10:00;0.5;0.9
16.01.2016 11:00;0.6;1.4
16.01.2016 12:00;1.2;1.7
16.01.2016 13:00;0.9;2.7
16.01.2016 14:00;1.9;2.8
16.01.2016 15:00;1.9;2.3
16.01.2016 16:00;1.3;2.3
16.01.2016 17:00;1.2;1.8
16.01.2016 18:00;1.0;1.5
16.01.2016 19:00;0.8;1.4
16.01.2016 20:00;0.6;0.9
16.01.2016 21:00;0.7;1.0
16.01.2016 22:00;0.7;1.0
16.01.2016 23:00;0.7;0.7
17.01.2016 00:00;0.4;0.1
17.01.2016 01:00;0.1;-0.2
17.01.2016 02:00;-0.2;0.0
17.01.2016 03:00;-0.4;0.1
17.01.2016 04:00;-0.3;0.2
17.01.2016 05:00;-0.4;0.1
17.01.2016 06:00;-0.9;0.2
17.01.2016 07:00;-0.8;0.1
17.01.2016 08:00;-0.5;0.2
17.01.2016 09:00;-0.3;0.4
17.01.2016 10:00;-0.4;0.6
17.01.2016 11:00;-0.1;0.5
17.01.2016 12:00;-0.1;1.3
17.01.2016 13:00;0.0;1.5
17.01.2016 14:00;-0.6;2.0
17.01.2016 15:00;-0.7;1.7
17.01.2016 16:00;-0.4;0.2
17.01.2016 17:00;-0.4;-0.8
17.01.2016 18:00;-1.2;-1.4
17.01.2016 19:00;-1.6;-1.9
17.01.2016 20:00;-2.3;-1.7
17.01.2016 21:00;-2.7;-1.8
17.01.2016 22:00;-2.7;-2.9
17.01.2016 23:00;-3.5;-3.9
18.01.2016 00:00;-3.8;-4.5
18.01.2016 01:00;-4.7;-5.2
18.01.2016 02:00;-4.9;-5.7
18.01.2016 03:00;-5.3;-6.0
18.01.2016 04:00;-5.4;-6.3
18.01.2016 05:00;-5.9;-6.4
18.01.2016 06:00;-6.3;-6.8
18.01.2016 07:00;-5.9;-5.7
18.01.2016 08:00;-5.8;-5.1
18.01.2016 09:00;-5.7;-4.8
18.01.2016 10:00;-4.8;-4.2
18.01.2016 11:00;-4.4;-3.7
18.01.2016 12:00;-4.2;-3.2
18.01.2016 13:00;-3.8;-2.5
18.01.2016 14:00;-3.3;-2.3
18.01.2016 15:00;-3.7;-2.1
18.01.2016 16:00;-3.4;-2.4
18.01.2016 17:00;-3.2;-2.8
18.01.2016 18:00;-3.5;-3.2
18.01.2016 19:00;-3.7;-3.3
18.01.2016 20:00;-4.1;-3.5
18.01.2016 21:00;-4.5;-3.7
18.01.2016 22:00;-4.8;-3.6
18.01.2016 23:00;-4.9;-3.5
19.01.2016 00:00;-5.1;-3.3
19.01.2016 01:00;-5.1;-3.2
19.01.2016 02:00;-4.9;-3.2
19.01.2016 03:00;-4.6;-3.0
19.01.2016 04:00;-4.6;-3.0
19.01.2016 05:00;-4.3;-2.9
19.01.2016 06:00;-4.1;-2.9
19.01.2016 07:00;-3.6;-2.7
19.01.2016 08:00;-3.0;-2.7
19.01.2016 09:00;-2.4;-2.5
19.01.2016 10:00;-1.7;-2.3
19.01.2016 11:00;-1.4;-1.8
19.01.2016 12:00;-0.8;-1.5
19.01.2016 13:00;-0.5;-1.2
19.01.2016 14:00;-0.1;-1.0
19.01.2016 15:00;0.4;-1.0
19.01.2016 16:00;0.4;-1.1
19.01.2016 17:00;0.3;-1.0
19.01.2016 18:00;0.1;-1.0
19.01.2016 19:00;0.0;-0.8
19.01.2016 20:00;0.4;-0.9
19.01.2016 21:00;0.6;-0.8
19.01.2016 22:00;0.8;-0.6
19.01.2016 23:00;0.6;-0.8
20.01.2016 00:00;0.5;-1.4
20.01.2016 01:00;0.2;-1.6
20.01.2016 02:00;0.2;-1.6
20.01.2016 03:00;0.7;-1.8
20.01.2016 04:00;1.0;-2.0
20.01.2016 05:00;1.0;-2.1
20.01.2016 06:00;0.9;-2.4
20.01.2016 07:00;0.5;-2.4
20.01.2016 08:00;0.7;-2.5
20.01.2016 09:00;0.6;-2.5
20.01.2016 10:00;0.8;-2.3
20.01.2016 11:00;1.0;-2.1
20.01.2016 12:00;1.3;-1.8
20.01.2016 13:00;1.7;-1.5
20.01.2016 14:00;1.7;-1.7
20.01.2016 15:00;1.5;-1.9
20.01.2016 16:00;1.6;-1.8
20.01.2016 17:00;1.8;-1.9
20.01.2016 18:00;2.0;-2.1
20.01.2016 19:00;1.8;-2.2
20.01.2016 20:00;1.3;-2.3
20.01.2016 21:00;0.9;-2.3
20.01.2016 22:00;0.4;-2.4
20.01.2016 23:00;-0.2;-2.9
21.01.2016 00:00;-0.6;-2.6
21.01.2016 01:00;-0.7;-2.3
21.01.2016 02:00;-1.3;-2.5
21.01.2016 03:00;-1.6;-3.1
21.01.2016 04:00;-1.7;-3.5
21.01.2016 05:00;-2.0;-3.8
21.01.2016 06:00;-2.1;-4.4
21.01.2016 07:00;-2.2;-4.4
21.01.2016 08:00;-2.2;-3.8
21.01.2016 09:00;-2.4;-3.5
21.01.2016 10:00;-2.3;-3.1
21.01.2016 11:00;-2.2;-3.3
21.01.2016 12:00;-1.6;-2.6
21.01.2016 13:00;-0.2;-1.3
21.01.2016 14:00;1.4;-1.5
21.01.2016 15:00;2.4;-2.0
21.01.2016 16:00;2.3;-2.7
21.01.2016 17:00;1.8;-3.0
21.01.2016 18:00;1.1;-3.6
21.01.2016 19:00;0.8;-3.7
21.01.2016 20:00;0.3;-3.6
21.01.2016 21:00;-0.3;-3.6
21.01.2016 22:00;-0.6;-3.6
21.01.2016 23:00;-0.9;-3.5
22.01.2016 00:00;-1.0;-4.0
22.01.2016 01:00;-1.3;-4.7
22.01.2016 02:00;-1.5;-4.3
22.01.2016 03:00;-1.5;-4.3
22.01.2016 04:00;-1.5;-4.7
22.01.2016 05:00;-1.5;-5.1
22.01.2016 06:00;-1.2;-5.9
22.01.2016 07:00;-0.5;-5.8
22.01.2016 08:00;0.0;-5.7
22.01.2016 09:00;-0.1;-5.9
22.01.2016 10:00;-0.2;-4.1
22.01.2016 11:00;-0.1;-2.2
22.01.2016 12:00;0.6;0.3
22.01.2016 13:00;1.4;2.4
22.01.2016 14:00;2.1;3.9
22.01.2016 15:00;2.5;4.5
22.01.2016 16:00;3.0;4.1
22.01.2016 17:00;2.4;3.4
22.01.2016 18:00;2.0;2.5
22.01.2016 19:00;1.6;2.0
22.01.2016 20:00;1.3;1.9
22.01.2016 21:00;1.3;1.8
22.01.2016 22:00;1.3;1.7
22.01.2016 23:00;1.5;1.8
23.01.2016 00:00;2.2;1.4
23.01.2016 01:00;2.8;1.2
23.01.2016 02:00;2.6;1.4
23.01.2016 03:00;2.6;1.0
23.01.2016 04:00;3.5;1.0
23.01.2016 05:00;3.3;1.0
23.01.2016 06:00;3.1;1.1
23.01.2016 07:00;3.3;2.3
23.01.2016 08:00;3.9;2.9
23.01.2016 09:00;4.2;4.6
23.01.2016 10:00;4.8;6.0
23.01.2016 11:00;5.2;6.3
23.01.2016 12:00;5.1;7.5
23.01.2016 13:00;6.1;8.0
23.01.2016 14:00;6.8;8.8
23.01.2016 15:00;7.1;8.4
23.01.2016 16:00;7.3;7.5
23.01.2016 17:00;7.1;6.8
23.01.2016 18:00;6.2;5.7
23.01.2016 19:00;4.7;4.7
23.01.2016 20:00;4.1;3.5
23.01.2016 21:00;3.6;2.9
23.01.2016 22:00;3.5;2.3
23.01.2016 23:00;3.1;1.6
24.01.2016 00:00;2.4;1.5
24.01.2016 01:00;1.6;1.3
24.01.2016 02:00;1.1;-0.6
24.01.2016 03:00;-0.5;-1.5
24.01.2016 04:00;-1.0;-0.8
24.01.2016 05:00;-1.0;-0.4
24.01.2016 06:00;-1.0;-0.6
24.01.2016 07:00;-0.7;-0.2
24.01.2016 08:00;-0.6;0.3
24.01.2016 09:00;-0.1;0.5
24.01.2016 10:00;0.6;0.6
24.01.2016 11:00;1.0;1.2
24.01.2016 12:00;2.0;2.3
24.01.2016 13:00;3.0;3.3
24.01.2016 14:00;4.2;4.3
24.01.2016 15:00;4.9;4.8
24.01.2016 16:00;5.6;5.2
24.01.2016 17:00;5.8;5.2
24.01.2016 18:00;5.5;4.9
24.01.2016 19:00;5.3;4.7
24.01.2016 20:00;5.4;4.3
24.01.2016 21:00;5.1;4.3
24.01.2016 22:00;5.1;4.3
24.01.2016 23:00;4.9;4.2
25.01.2016 00:00;4.8;3.9
25.01.2016 01:00;4.8;3.6
25.01.2016 02:00;4.3;3.6
25.01.2016 03:00;3.5;3.3
25.01.2016 04:00;2.8;3.2
25.01.2016 05:00;2.5;3.1
25.01.2016 06:00;2.0;2.7
25.01.2016 07:00;1.6;2.5
25.01.2016 08:00;1.6;2.4
25.01.2016 09:00;2.0;2.8
25.01.2016 10:00;2.5;3.7
25.01.2016 11:00;4.2;5.1
25.01.2016 12:00;6.1;7.0
25.01.2016 13:00;8.3;8.9
25.01.2016 14:00;9.9;10.4
25.01.2016 15:00;10.8;11.0
25.01.2016 16:00;10.3;10.8
25.01.2016 17:00;8.6;10.1
25.01.2016 18:00;8.3;8.8
25.01.2016 19:00;7.6;8.4
25.01.2016 20:00;6.6;7.4
25.01.2016 21:00;5.8;6.2
25.01.2016 22:00;4.9;5.2
25.01.2016 23:00;4.4;3.7
26.01.2016 00:00;3.8;3.1
26.01.2016 01:00;3.6;2.7
26.01.2016 02:00;3.1;3.0
26.01.2016 03:00;3.1;2.3
26.01.2016 04:00;2.9;2.7
26.01.2016 05:00;2.8;2.1
26.01.2016 06:00;2.8;2.0
26.01.2016 07:00;3.1;2.1
26.01.2016 08:00;3.2;2.2
26.01.2016 09:00;3.5;2.7
26.01.2016 10:00;3.8;3.1
26.01.2016 11:00;4.9;4.1
26.01.2016 12:00;6.1;6.4
26.01.2016 13:00;8.5;8.8
26.01.2016 14:00;9.1;10.9
26.01.2016 15:00;9.7;11.9
26.01.2016 16:00;10.1;12.9
26.01.2016 17:00;9.8;12.4
26.01.2016 18:00;8.6;10.8
26.01.2016 19:00;8.1;9.6
26.01.2016 20:00;6.9;8.8
26.01.2016 21:00;6.2;7.4
26.01.2016 22:00;5.5;5.7
26.01.2016 23:00;5.2;4.5
27.01.2016 00:00;4.9;4.4
27.01.2016 01:00;4.4;4.5
27.01.2016 02:00;3.7;3.0
27.01.2016 03:00;3.4;2.9
27.01.2016 04:00;3.0;3.1
27.01.2016 05:00;3.3;3.5
27.01.2016 06:00;3.7;3.3
27.01.2016 07:00;4.1;3.3
27.01.2016 08:00;4.6;3.7
27.01.2016 09:00;4.8;3.9
27.01.2016 10:00;5.3;4.7
27.01.2016 11:00;5.8;5.6
27.01.2016 12:00;6.9;6.9
27.01.2016 13:00;8.9;8.4
27.01.2016 14:00;9.2;10.1
27.01.2016 15:00;9.2;10.6
27.01.2016 16:00;9.7;10.7
27.01.2016 17:00;9.1;10.5
27.01.2016 18:00;8.8;10.0
27.01.2016 19:00;8.4;9.6
27.01.2016 20:00;8.3;9.3
27.01.2016 21:00;8.0;8.6
27.01.2016 22:00;7.7;8.2
27.01.2016 23:00;7.4;7.8
28.01.2016 00:00;6.8;7.3
28.01.2016 01:00;6.8;6.9
28.01.2016 02:00;6.9;4.8
28.01.2016 03:00;8.7;5.1
28.01.2016 04:00;8.3;5.7
28.01.2016 05:00;8.3;5.4
28.01.2016 06:00;7.6;6.0
28.01.2016 07:00;7.0;5.9
28.01.2016 08:00;6.6;5.7
28.01.2016 09:00;7.1;6.2
28.01.2016 10:00;8.1;7.1
28.01.2016 11:00;9.2;8.0
28.01.2016 12:00;11.1;9.3
28.01.2016 13:00;10.9;10.0
28.01.2016 14:00;9.6;10.6
28.01.2016 15:00;10.1;11.0
28.01.2016 16:00;10.9;11.1
28.01.2016 17:00;10.8;10.2
28.01.2016 18:00;10.4;9.3
28.01.2016 19:00;10.3;7.9
28.01.2016 20:00;9.9;7.5
28.01.2016 21:00;9.6;7.3
28.01.2016 22:00;9.0;7.0
28.01.2016 23:00;8.2;6.8
29.01.2016 00:00;7.9;6.7
29.01.2016 01:00;8.2;6.6
29.01.2016 02:00;9.2;6.3
29.01.2016 03:00;8.7;6.4
29.01.2016 04:00;8.8;6.1
29.01.2016 05:00;8.6;6.1
29.01.2016 06:00;8.5;6.1
29.01.2016 07:00;8.4;6.1
29.01.2016 08:00;8.5;6.2
29.01.2016 09:00;8.4;6.5
29.01.2016 10:00;7.9;6.7
29.01.2016 11:00;7.8;7.2
29.01.2016 12:00;8.9;7.5
29.01.2016 13:00;9.7;7.5
29.01.2016 14:00;9.5;7.9
29.01.2016 15:00;9.9;8.6
29.01.2016 16:00;9.9;8.8
29.01.2016 17:00;9.5;7.9
29.01.2016 18:00;8.5;6.8
29.01.2016 19:00;7.8;5.9
29.01.2016 20:00;7.3;4.1
29.01.2016 21:00;6.9;3.4
29.01.2016 22:00;6.7;3.2
29.01.2016 23:00;6.4;3.3
30.01.2016 00:00;6.4;3.8
30.01.2016 01:00;6.2;3.2
30.01.2016 02:00;6.3;3.1
30.01.2016 03:00;5.9;2.5
30.01.2016 04:00;5.5;1.5
30.01.2016 05:00;4.8;0.8
30.01.2016 06:00;4.6;0.3
30.01.2016 07:00;4.1;0.5
30.01.2016 08:00;4.0;0.6
30.01.2016 09:00;3.7;1.2
30.01.2016 10:00;3.7;2.9
30.01.2016 11:00;5.4;5.3
30.01.2016 12:00;8.7;6.7
30.01.2016 13:00;10.3;7.5
30.01.2016 14:00;10.7;8.6
30.01.2016 15:00;11.4;9.1
30.01.2016 16:00;9.5;9.5
30.01.2016 17:00;10.3;11.0
30.01.2016 18:00;11.8;10.1
30.01.2016 19:00;10.9;9.6
30.01.2016 20:00;9.9;9.8
30.01.2016 21:00;9.0;9.9
30.01.2016 22:00;8.3;9.0
30.01.2016 23:00;8.4;6.9
31.01.2016 00:00;8.1;6.0
31.01.2016 01:00;7.7;6.1
31.01.2016 02:00;6.2;6.3
31.01.2016 03:00;6.2;5.9
31.01.2016 04:00;5.9;5.4
