"StichtagDatJahr","QuarSort","QuarCd","QuarLang","AlterVSort","AlterVKurz","AlterV05Sort","AlterV05Kurz","AnzBestWir"
2010,115,115,"Oerlikon",11,11,3,"10-14",120
2010,121,121,"Saatlen",18,18,4,"15-19",94
2010,33,033,"Friesenberg",12,12,3,"10-14",141
2010,31,031,"Alt-Wiedikon",26,26,6,"25-29",336
2010,14,014,"City",14,14,3,"10-14",8
2010,102,102,"Wipkingen",10,10,3,"10-14",81
2010,122,122,"Schwamendingen-Mitte",17,17,4,"15-19",79
2010,101,101,"Höngg",0,0,1,"0-4",219
2010,12,012,"Hochschulen",0,0,1,"0-4",8
2010,52,052,"Escher Wyss",1,1,1,"0-4",45
2010,122,122,"Schwamendingen-Mitte",19,19,4,"15-19",102
2010,119,119,"Seebach",102,102,21,"100 u. älter",1
2010,83,083,"Weinegg",21,21,5,"20-24",58
2010,24,024,"Enge",12,12,3,"10-14",56
2010,123,123,"Hirzenbach",18,18,4,"15-19",123
2010,91,091,"Albisrieden",25,25,6,"25-29",243
2010,72,072,"Hottingen",17,17,4,"15-19",84
2010,83,083,"Weinegg",101,101,21,"100 u. älter",2
2010,14,014,"City",20,20,5,"20-24",14
2010,101,101,"Höngg",19,19,4,"15-19",178
2010,122,122,"Schwamendingen-Mitte",15,15,4,"15-19",68
2010,12,012,"Hochschulen",12,12,3,"10-14",4
2010,115,115,"Oerlikon",17,17,4,"15-19",115
2010,91,091,"Albisrieden",13,13,3,"10-14",101
2010,83,083,"Weinegg",26,26,6,"25-29",90
2010,92,092,"Altstetten",17,17,4,"15-19",202
2010,121,121,"Saatlen",25,25,6,"25-29",105
2010,101,101,"Höngg",102,102,21,"100 u. älter",1
2010,121,121,"Saatlen",21,21,5,"20-24",108
2010,81,081,"Seefeld",12,12,3,"10-14",20
2010,119,119,"Seebach",12,12,3,"10-14",168
2010,21,021,"Wollishofen",15,15,4,"15-19",117
2010,102,102,"Wipkingen",18,18,4,"15-19",83
2010,74,074,"Witikon",23,23,5,"20-24",79
2010,92,092,"Altstetten",101,101,21,"100 u. älter",1
2010,83,083,"Weinegg",18,18,4,"15-19",53
2010,34,034,"Sihlfeld",21,21,5,"20-24",185
2010,41,041,"Werd",25,25,6,"25-29",85
2010,81,081,"Seefeld",23,23,5,"20-24",38
2010,91,091,"Albisrieden",16,16,4,"15-19",109
2010,61,061,"Unterstrass",1,1,1,"0-4",258
2010,111,111,"Affoltern",10,10,3,"10-14",202
2010,92,092,"Altstetten",18,18,4,"15-19",251
2010,102,102,"Wipkingen",23,23,5,"20-24",236
2010,61,061,"Unterstrass",12,12,3,"10-14",139
2010,73,073,"Hirslanden",18,18,4,"15-19",34
2010,11,011,"Rathaus",15,15,4,"15-19",7
2010,119,119,"Seebach",25,25,6,"25-29",466
2010,111,111,"Affoltern",14,14,3,"10-14",193
2010,72,072,"Hottingen",18,18,4,"15-19",88
2010,51,051,"Gewerbeschule",1,1,1,"0-4",111
2010,12,012,"Hochschulen",22,22,5,"20-24",14
2010,42,042,"Langstrasse",25,25,6,"25-29",237
2010,51,051,"Gewerbeschule",18,18,4,"15-19",43
2010,41,041,"Werd",18,18,4,"15-19",19
2010,92,092,"Altstetten",100,100,21,"100 u. älter",2
2010,81,081,"Seefeld",22,22,5,"20-24",32
2010,115,115,"Oerlikon",25,25,6,"25-29",586
2010,44,044,"Hard",12,12,3,"10-14",86
2010,14,014,"City",1,1,1,"0-4",10
2010,101,101,"Höngg",17,17,4,"15-19",123
2010,101,101,"Höngg",16,16,4,"15-19",154
2010,41,041,"Werd",12,12,3,"10-14",18
2010,34,034,"Sihlfeld",18,18,4,"15-19",117
2010,31,031,"Alt-Wiedikon",18,18,4,"15-19",91
2010,81,081,"Seefeld",0,0,1,"0-4",68
2010,74,074,"Witikon",1,1,1,"0-4",90
2010,111,111,"Affoltern",25,25,6,"25-29",390
2010,34,034,"Sihlfeld",25,25,6,"25-29",393
2010,42,042,"Langstrasse",18,18,4,"15-19",32
2010,73,073,"Hirslanden",1,1,1,"0-4",69
2010,63,063,"Oberstrass",12,12,3,"10-14",66
2010,41,041,"Werd",101,101,21,"100 u. älter",1
2010,61,061,"Unterstrass",15,15,4,"15-19",145
2010,13,013,"Lindenhof",18,18,4,"15-19",4
2010,41,041,"Werd",10,10,3,"10-14",19
2010,92,092,"Altstetten",11,11,3,"10-14",259
2010,81,081,"Seefeld",24,24,5,"20-24",51
2010,23,023,"Leimbach",100,100,21,"100 u. älter",1
2010,71,071,"Fluntern",1,1,1,"0-4",84
2010,121,121,"Saatlen",17,17,4,"15-19",106
2010,73,073,"Hirslanden",26,26,6,"25-29",112
2010,12,012,"Hochschulen",17,17,4,"15-19",6
2010,101,101,"Höngg",23,23,5,"20-24",230
2010,52,052,"Escher Wyss",0,0,1,"0-4",39
2010,123,123,"Hirzenbach",17,17,4,"15-19",97
2010,83,083,"Weinegg",24,24,5,"20-24",70
2010,44,044,"Hard",0,0,1,"0-4",138
2010,122,122,"Schwamendingen-Mitte",22,22,5,"20-24",218
2010,119,119,"Seebach",17,17,4,"15-19",156
2010,72,072,"Hottingen",10,10,3,"10-14",64
2010,102,102,"Wipkingen",100,100,21,"100 u. älter",3
2010,41,041,"Werd",2,2,1,"0-4",47
2010,52,052,"Escher Wyss",12,12,3,"10-14",11
2010,71,071,"Fluntern",18,18,4,"15-19",37
2010,42,042,"Langstrasse",12,12,3,"10-14",38
2010,111,111,"Affoltern",17,17,4,"15-19",234
2010,111,111,"Affoltern",0,0,1,"0-4",278
2010,24,024,"Enge",18,18,4,"15-19",55
2010,13,013,"Lindenhof",12,12,3,"10-14",1
2010,23,023,"Leimbach",18,18,4,"15-19",39
2010,81,081,"Seefeld",1,1,1,"0-4",54
2010,119,119,"Seebach",16,16,4,"15-19",185
2010,12,012,"Hochschulen",18,18,4,"15-19",11
2010,61,061,"Unterstrass",25,25,6,"25-29",381
2010,82,082,"Mühlebach",18,18,4,"15-19",34
2010,72,072,"Hottingen",100,100,21,"100 u. älter",2
2010,34,034,"Sihlfeld",0,0,1,"0-4",258
2010,111,111,"Affoltern",16,16,4,"15-19",194
2010,11,011,"Rathaus",24,24,5,"20-24",60
2010,123,123,"Hirzenbach",11,11,3,"10-14",114
2010,14,014,"City",18,18,4,"15-19",12
2010,51,051,"Gewerbeschule",10,10,3,"10-14",55
2010,34,034,"Sihlfeld",12,12,3,"10-14",130
2010,102,102,"Wipkingen",24,24,5,"20-24",281
2010,14,014,"City",22,22,5,"20-24",18
2010,82,082,"Mühlebach",17,17,4,"15-19",25
2010,12,012,"Hochschulen",11,11,3,"10-14",1
2010,63,063,"Oberstrass",25,25,6,"25-29",179
2010,122,122,"Schwamendingen-Mitte",10,10,3,"10-14",78
2010,101,101,"Höngg",20,20,5,"20-24",174
2010,92,092,"Altstetten",13,13,3,"10-14",217
2010,42,042,"Langstrasse",15,15,4,"15-19",25
2010,81,081,"Seefeld",17,17,4,"15-19",20
2010,63,063,"Oberstrass",1,1,1,"0-4",113
2010,121,121,"Saatlen",16,16,4,"15-19",110
2010,122,122,"Schwamendingen-Mitte",25,25,6,"25-29",246
2010,63,063,"Oberstrass",17,17,4,"15-19",45
2010,41,041,"Werd",0,0,1,"0-4",57
2010,52,052,"Escher Wyss",17,17,4,"15-19",8
2010,52,052,"Escher Wyss",15,15,4,"15-19",11
2010,92,092,"Altstetten",21,21,5,"20-24",396
2010,72,072,"Hottingen",11,11,3,"10-14",69
2010,44,044,"Hard",20,20,5,"20-24",133
2010,13,013,"Lindenhof",101,101,21,"100 u. älter",0
2010,82,082,"Mühlebach",26,26,6,"25-29",105
2010,14,014,"City",21,21,5,"20-24",4
2010,34,034,"Sihlfeld",17,17,4,"15-19",97
2010,91,091,"Albisrieden",17,17,4,"15-19",116
2010,11,011,"Rathaus",12,12,3,"10-14",8
2010,102,102,"Wipkingen",22,22,5,"20-24",176
2010,74,074,"Witikon",2,2,1,"0-4",96
2010,61,061,"Unterstrass",17,17,4,"15-19",119
2010,81,081,"Seefeld",18,18,4,"15-19",18
2010,71,071,"Fluntern",14,14,3,"10-14",52
2010,71,071,"Fluntern",10,10,3,"10-14",41
2010,42,042,"Langstrasse",21,21,5,"20-24",96
2010,92,092,"Altstetten",102,102,21,"100 u. älter",1
2010,42,042,"Langstrasse",16,16,4,"15-19",29
2010,83,083,"Weinegg",2,2,1,"0-4",44
2010,31,031,"Alt-Wiedikon",17,17,4,"15-19",98
2010,23,023,"Leimbach",10,10,3,"10-14",61
2010,92,092,"Altstetten",25,25,6,"25-29",532
2010,44,044,"Hard",17,17,4,"15-19",103
2010,31,031,"Alt-Wiedikon",15,15,4,"15-19",67
2010,82,082,"Mühlebach",31,31,7,"30-34",142
2010,115,115,"Oerlikon",44,44,9,"40-44",271
2010,73,073,"Hirslanden",29,29,6,"25-29",150
2010,41,041,"Werd",31,31,7,"30-34",183
2010,61,061,"Unterstrass",27,27,6,"25-29",477
2010,119,119,"Seebach",36,36,8,"35-39",381
2010,71,071,"Fluntern",29,29,6,"25-29",127
2010,12,012,"Hochschulen",4,4,1,"0-4",3
2010,122,122,"Schwamendingen-Mitte",30,30,7,"30-34",244
2010,11,011,"Rathaus",42,42,9,"40-44",54
2010,71,071,"Fluntern",35,35,8,"35-39",115
2010,31,031,"Alt-Wiedikon",39,39,8,"35-39",307
2010,33,033,"Friesenberg",39,39,8,"35-39",174
2010,122,122,"Schwamendingen-Mitte",29,29,6,"25-29",207
2010,34,034,"Sihlfeld",39,39,8,"35-39",338
2010,42,042,"Langstrasse",34,34,7,"30-34",312
2010,122,122,"Schwamendingen-Mitte",4,4,1,"0-4",109
2010,24,024,"Enge",45,45,10,"45-49",151
2010,82,082,"Mühlebach",35,35,8,"35-39",106
2010,14,014,"City",42,42,9,"40-44",18
2010,83,083,"Weinegg",27,27,6,"25-29",88
2010,23,023,"Leimbach",41,41,9,"40-44",76
2010,34,034,"Sihlfeld",26,26,6,"25-29",421
2010,72,072,"Hottingen",41,41,9,"40-44",214
2010,81,081,"Seefeld",40,40,9,"40-44",95
2010,111,111,"Affoltern",30,30,7,"30-34",511
2010,111,111,"Affoltern",43,43,9,"40-44",318
2010,21,021,"Wollishofen",40,40,9,"40-44",236
2010,63,063,"Oberstrass",26,26,6,"25-29",191
2010,12,012,"Hochschulen",41,41,9,"40-44",9
2010,72,072,"Hottingen",44,44,9,"40-44",191
2010,83,083,"Weinegg",31,31,7,"30-34",81
2010,44,044,"Hard",27,27,6,"25-29",299
2010,21,021,"Wollishofen",41,41,9,"40-44",257
2010,12,012,"Hochschulen",40,40,9,"40-44",3
2010,12,012,"Hochschulen",29,29,6,"25-29",13
2010,52,052,"Escher Wyss",34,34,7,"30-34",89
2010,31,031,"Alt-Wiedikon",40,40,9,"40-44",336
2010,33,033,"Friesenberg",40,40,9,"40-44",163
2010,12,012,"Hochschulen",42,42,9,"40-44",4
2010,111,111,"Affoltern",28,28,6,"25-29",531
2010,24,024,"Enge",43,43,9,"40-44",159
2010,21,021,"Wollishofen",29,29,6,"25-29",295
2010,92,092,"Altstetten",4,4,1,"0-4",287
2010,119,119,"Seebach",44,44,9,"40-44",325
2010,81,081,"Seefeld",34,34,7,"30-34",150
2010,91,091,"Albisrieden",29,29,6,"25-29",336
2010,71,071,"Fluntern",40,40,9,"40-44",136
2010,34,034,"Sihlfeld",40,40,9,"40-44",339
2010,52,052,"Escher Wyss",29,29,6,"25-29",91
2010,82,082,"Mühlebach",34,34,7,"30-34",141
2010,82,082,"Mühlebach",32,32,7,"30-34",133
2010,33,033,"Friesenberg",41,41,9,"40-44",169
2010,102,102,"Wipkingen",35,35,8,"35-39",391
2010,42,042,"Langstrasse",38,38,8,"35-39",236
2010,41,041,"Werd",40,40,9,"40-44",78
2010,111,111,"Affoltern",29,29,6,"25-29",488
2010,82,082,"Mühlebach",44,44,9,"40-44",89
2010,31,031,"Alt-Wiedikon",41,41,9,"40-44",302
2010,42,042,"Langstrasse",43,43,9,"40-44",211
2010,23,023,"Leimbach",29,29,6,"25-29",69
2010,42,042,"Langstrasse",30,30,7,"30-34",375
2010,34,034,"Sihlfeld",33,33,7,"30-34",581
2010,121,121,"Saatlen",31,31,7,"30-34",104
2010,81,081,"Seefeld",42,42,9,"40-44",103
2010,11,011,"Rathaus",41,41,9,"40-44",43
2010,23,023,"Leimbach",35,35,8,"35-39",83
2010,63,063,"Oberstrass",40,40,9,"40-44",189
2010,31,031,"Alt-Wiedikon",4,4,1,"0-4",118
2010,91,091,"Albisrieden",28,28,6,"25-29",340
2010,115,115,"Oerlikon",34,34,7,"30-34",425
2010,51,051,"Gewerbeschule",40,40,9,"40-44",207
2010,42,042,"Langstrasse",41,41,9,"40-44",183
2010,74,074,"Witikon",28,28,6,"25-29",112
2010,102,102,"Wipkingen",40,40,9,"40-44",281
2010,44,044,"Hard",39,39,8,"35-39",221
2010,122,122,"Schwamendingen-Mitte",35,35,8,"35-39",183
2010,111,111,"Affoltern",4,4,1,"0-4",247
2010,44,044,"Hard",29,29,6,"25-29",378
2010,21,021,"Wollishofen",36,36,8,"35-39",259
2010,41,041,"Werd",29,29,6,"25-29",144
2010,111,111,"Affoltern",36,36,8,"35-39",369
2010,13,013,"Lindenhof",40,40,9,"40-44",9
2010,91,091,"Albisrieden",32,32,7,"30-34",369
2010,13,013,"Lindenhof",43,43,9,"40-44",18
2010,102,102,"Wipkingen",26,26,6,"25-29",367
2010,13,013,"Lindenhof",4,4,1,"0-4",2
2010,42,042,"Langstrasse",37,37,8,"35-39",223
2010,81,081,"Seefeld",35,35,8,"35-39",130
2010,72,072,"Hottingen",4,4,1,"0-4",93
2010,44,044,"Hard",45,45,10,"45-49",161
2010,21,021,"Wollishofen",32,32,7,"30-34",289
2010,21,021,"Wollishofen",35,35,8,"35-39",255
2010,42,042,"Langstrasse",4,4,1,"0-4",38
2010,51,051,"Gewerbeschule",45,45,10,"45-49",176
2010,123,123,"Hirzenbach",30,30,7,"30-34",170
2010,34,034,"Sihlfeld",35,35,8,"35-39",454
2010,61,061,"Unterstrass",35,35,8,"35-39",494
2010,63,063,"Oberstrass",31,31,7,"30-34",208
2010,51,051,"Gewerbeschule",35,35,8,"35-39",249
2010,73,073,"Hirslanden",41,41,9,"40-44",135
2010,34,034,"Sihlfeld",43,43,9,"40-44",335
2010,115,115,"Oerlikon",26,26,6,"25-29",584
2010,42,042,"Langstrasse",40,40,9,"40-44",204
2010,123,123,"Hirzenbach",25,25,6,"25-29",177
2010,74,074,"Witikon",42,42,9,"40-44",156
2010,24,024,"Enge",26,26,6,"25-29",161
2010,91,091,"Albisrieden",42,42,9,"40-44",254
2010,123,123,"Hirzenbach",37,37,8,"35-39",163
2010,12,012,"Hochschulen",32,32,7,"30-34",10
2010,119,119,"Seebach",3,3,1,"0-4",225
2010,63,063,"Oberstrass",37,37,8,"35-39",189
2010,81,081,"Seefeld",27,27,6,"25-29",106
2010,52,052,"Escher Wyss",26,26,6,"25-29",69
2010,51,051,"Gewerbeschule",36,36,8,"35-39",240
2010,51,051,"Gewerbeschule",31,31,7,"30-34",278
2010,21,021,"Wollishofen",4,4,1,"0-4",102
2010,91,091,"Albisrieden",40,40,9,"40-44",307
2010,33,033,"Friesenberg",29,29,6,"25-29",124
2010,44,044,"Hard",32,32,7,"30-34",323
2010,122,122,"Schwamendingen-Mitte",41,41,9,"40-44",158
2010,13,013,"Lindenhof",27,27,6,"25-29",10
2010,83,083,"Weinegg",43,43,9,"40-44",85
2010,24,024,"Enge",4,4,1,"0-4",80
2010,24,024,"Enge",32,32,7,"30-34",227
2010,82,082,"Mühlebach",43,43,9,"40-44",97
2010,34,034,"Sihlfeld",4,4,1,"0-4",164
2010,13,013,"Lindenhof",35,35,8,"35-39",17
2010,121,121,"Saatlen",28,28,6,"25-29",116
2010,61,061,"Unterstrass",36,36,8,"35-39",472
2010,11,011,"Rathaus",28,28,6,"25-29",88
2010,12,012,"Hochschulen",34,34,7,"30-34",9
2010,102,102,"Wipkingen",43,43,9,"40-44",250
2010,44,044,"Hard",31,31,7,"30-34",342
2010,34,034,"Sihlfeld",41,41,9,"40-44",305
2010,115,115,"Oerlikon",35,35,8,"35-39",436
2010,83,083,"Weinegg",34,34,7,"30-34",97
2010,51,051,"Gewerbeschule",4,4,1,"0-4",75
2010,72,072,"Hottingen",35,35,8,"35-39",208
2010,92,092,"Altstetten",41,41,9,"40-44",463
2010,61,061,"Unterstrass",4,4,1,"0-4",174
2010,61,061,"Unterstrass",40,40,9,"40-44",399
2010,31,031,"Alt-Wiedikon",42,42,9,"40-44",274
2010,41,041,"Werd",41,41,9,"40-44",73
2010,14,014,"City",43,43,9,"40-44",16
2010,21,021,"Wollishofen",44,44,9,"40-44",258
2010,111,111,"Affoltern",3,3,1,"0-4",263
2010,111,111,"Affoltern",32,32,7,"30-34",398
2010,92,092,"Altstetten",40,40,9,"40-44",456
2010,34,034,"Sihlfeld",32,32,7,"30-34",558
2010,121,121,"Saatlen",3,3,1,"0-4",84
2010,101,101,"Höngg",41,41,9,"40-44",390
2010,92,092,"Altstetten",30,30,7,"30-34",704
2010,21,021,"Wollishofen",33,33,7,"30-34",330
2010,52,052,"Escher Wyss",4,4,1,"0-4",24
2010,24,024,"Enge",28,28,6,"25-29",177
2010,34,034,"Sihlfeld",31,31,7,"30-34",585
2010,33,033,"Friesenberg",45,45,10,"45-49",153
2010,92,092,"Altstetten",36,36,8,"35-39",541
2010,74,074,"Witikon",27,27,6,"25-29",100
2010,74,074,"Witikon",34,34,7,"30-34",144
2010,71,071,"Fluntern",39,39,8,"35-39",136
2010,23,023,"Leimbach",45,45,10,"45-49",82
2010,121,121,"Saatlen",45,45,10,"45-49",95
2010,74,074,"Witikon",39,39,8,"35-39",153
2010,21,021,"Wollishofen",43,43,9,"40-44",252
2010,44,044,"Hard",41,41,9,"40-44",197
2010,61,061,"Unterstrass",30,30,7,"30-34",553
2010,82,082,"Mühlebach",39,39,8,"35-39",91
2010,34,034,"Sihlfeld",42,42,9,"40-44",318
2010,31,031,"Alt-Wiedikon",38,38,8,"35-39",318
2010,14,014,"City",34,34,7,"30-34",7
2010,122,122,"Schwamendingen-Mitte",39,39,8,"35-39",149
2010,63,063,"Oberstrass",4,4,1,"0-4",94
2010,122,122,"Schwamendingen-Mitte",28,28,6,"25-29",222
2010,52,052,"Escher Wyss",39,39,8,"35-39",90
2010,23,023,"Leimbach",34,34,7,"30-34",78
2010,73,073,"Hirslanden",30,30,7,"30-34",155
2010,61,061,"Unterstrass",42,42,9,"40-44",360
2010,52,052,"Escher Wyss",38,38,8,"35-39",87
2010,121,121,"Saatlen",4,4,1,"0-4",86
2010,51,051,"Gewerbeschule",3,3,1,"0-4",69
2010,24,024,"Enge",34,34,7,"30-34",200
2010,73,073,"Hirslanden",37,37,8,"35-39",112
2010,63,063,"Oberstrass",30,30,7,"30-34",254
2010,121,121,"Saatlen",42,42,9,"40-44",112
2010,92,092,"Altstetten",27,27,6,"25-29",650
2010,121,121,"Saatlen",27,27,6,"25-29",103
2010,81,081,"Seefeld",31,31,7,"30-34",141
2010,119,119,"Seebach",26,26,6,"25-29",474
2010,82,082,"Mühlebach",4,4,1,"0-4",30
2010,33,033,"Friesenberg",42,42,9,"40-44",186
2010,72,072,"Hottingen",38,38,8,"35-39",204
2010,14,014,"City",27,27,6,"25-29",12
2010,51,051,"Gewerbeschule",29,29,6,"25-29",280
2010,119,119,"Seebach",30,30,7,"30-34",497
2010,115,115,"Oerlikon",46,46,10,"45-49",295
2010,81,081,"Seefeld",37,37,8,"35-39",127
2010,51,051,"Gewerbeschule",43,43,9,"40-44",194
2010,71,071,"Fluntern",4,4,1,"0-4",83
2010,72,072,"Hottingen",39,39,8,"35-39",204
2010,74,074,"Witikon",41,41,9,"40-44",145
2010,51,051,"Gewerbeschule",34,34,7,"30-34",278
2010,61,061,"Unterstrass",43,43,9,"40-44",366
2010,61,061,"Unterstrass",31,31,7,"30-34",542
2010,23,023,"Leimbach",33,33,7,"30-34",79
2010,42,042,"Langstrasse",39,39,8,"35-39",230
2010,52,052,"Escher Wyss",41,41,9,"40-44",80
2010,121,121,"Saatlen",33,33,7,"30-34",118
2010,73,073,"Hirslanden",28,28,6,"25-29",130
2010,74,074,"Witikon",40,40,9,"40-44",135
2010,73,073,"Hirslanden",39,39,8,"35-39",130
2010,121,121,"Saatlen",32,32,7,"30-34",117
2010,74,074,"Witikon",4,4,1,"0-4",94
2010,73,073,"Hirslanden",44,44,9,"40-44",116
2010,119,119,"Seebach",42,42,9,"40-44",330
2010,41,041,"Werd",4,4,1,"0-4",36
2010,73,073,"Hirslanden",38,38,8,"35-39",121
2010,122,122,"Schwamendingen-Mitte",26,26,6,"25-29",228
2010,83,083,"Weinegg",4,4,1,"0-4",36
2010,83,083,"Weinegg",39,39,8,"35-39",80
2010,24,024,"Enge",33,33,7,"30-34",200
2010,44,044,"Hard",3,3,1,"0-4",94
2010,41,041,"Werd",34,34,7,"30-34",124
2010,123,123,"Hirzenbach",38,38,8,"35-39",157
2010,63,063,"Oberstrass",41,41,9,"40-44",177
2010,102,102,"Wipkingen",41,41,9,"40-44",272
2010,71,071,"Fluntern",30,30,7,"30-34",116
2010,74,074,"Witikon",45,45,10,"45-49",159
2010,91,091,"Albisrieden",43,43,9,"40-44",278
2010,52,052,"Escher Wyss",3,3,1,"0-4",23
2010,11,011,"Rathaus",33,33,7,"30-34",68
2010,24,024,"Enge",37,37,8,"35-39",178
2010,71,071,"Fluntern",41,41,9,"40-44",115
2010,33,033,"Friesenberg",4,4,1,"0-4",130
2010,74,074,"Witikon",35,35,8,"35-39",137
2010,61,061,"Unterstrass",41,41,9,"40-44",383
2010,119,119,"Seebach",38,38,8,"35-39",350
2010,111,111,"Affoltern",37,37,8,"35-39",381
2010,101,101,"Höngg",38,38,8,"35-39",360
2010,52,052,"Escher Wyss",45,45,10,"45-49",68
2010,122,122,"Schwamendingen-Mitte",46,46,10,"45-49",155
2010,123,123,"Hirzenbach",3,3,1,"0-4",141
2010,42,042,"Langstrasse",33,33,7,"30-34",357
2010,33,033,"Friesenberg",33,33,7,"30-34",163
2010,23,023,"Leimbach",28,28,6,"25-29",66
2010,123,123,"Hirzenbach",29,29,6,"25-29",191
2010,82,082,"Mühlebach",42,42,9,"40-44",87
2010,121,121,"Saatlen",29,29,6,"25-29",140
2010,101,101,"Höngg",28,28,6,"25-29",326
2010,102,102,"Wipkingen",44,44,9,"40-44",229
2010,121,121,"Saatlen",30,30,7,"30-34",127
2010,31,031,"Alt-Wiedikon",27,27,6,"25-29",398
2010,73,073,"Hirslanden",40,40,9,"40-44",154
2010,34,034,"Sihlfeld",34,34,7,"30-34",535
2010,121,121,"Saatlen",26,26,6,"25-29",99
2010,41,041,"Werd",33,33,7,"30-34",145
2010,14,014,"City",33,33,7,"30-34",17
2010,92,092,"Altstetten",38,38,8,"35-39",468
2010,111,111,"Affoltern",45,45,10,"45-49",350
2010,61,061,"Unterstrass",26,26,6,"25-29",439
2010,42,042,"Langstrasse",35,35,8,"35-39",312
2010,115,115,"Oerlikon",28,28,6,"25-29",598
2010,23,023,"Leimbach",43,43,9,"40-44",88
2010,91,091,"Albisrieden",4,4,1,"0-4",144
2010,42,042,"Langstrasse",26,26,6,"25-29",298
2010,72,072,"Hottingen",32,32,7,"30-34",199
2010,44,044,"Hard",38,38,8,"35-39",222
2010,61,061,"Unterstrass",33,33,7,"30-34",480
2010,83,083,"Weinegg",33,33,7,"30-34",100
2010,72,072,"Hottingen",30,30,7,"30-34",212
2010,122,122,"Schwamendingen-Mitte",42,42,9,"40-44",135
2010,72,072,"Hottingen",40,40,9,"40-44",174
2010,14,014,"City",38,38,8,"35-39",8
2010,123,123,"Hirzenbach",28,28,6,"25-29",201
2010,102,102,"Wipkingen",4,4,1,"0-4",103
2010,71,071,"Fluntern",44,44,9,"40-44",109
2010,101,101,"Höngg",31,31,7,"30-34",375
2010,72,072,"Hottingen",33,33,7,"30-34",190
2010,51,051,"Gewerbeschule",37,37,8,"35-39",206
2010,71,071,"Fluntern",42,42,9,"40-44",124
2010,81,081,"Seefeld",41,41,9,"40-44",103
2010,102,102,"Wipkingen",34,34,7,"30-34",464
2010,101,101,"Höngg",44,44,9,"40-44",380
2010,24,024,"Enge",44,44,9,"40-44",152
2010,63,063,"Oberstrass",28,28,6,"25-29",228
2010,123,123,"Hirzenbach",42,42,9,"40-44",159
2010,82,082,"Mühlebach",40,40,9,"40-44",112
2010,41,041,"Werd",3,3,1,"0-4",33
2010,121,121,"Saatlen",40,40,9,"40-44",116
2010,14,014,"City",32,32,7,"30-34",14
2010,119,119,"Seebach",33,33,7,"30-34",457
2010,83,083,"Weinegg",41,41,9,"40-44",73
2010,52,052,"Escher Wyss",40,40,9,"40-44",73
2010,111,111,"Affoltern",34,34,7,"30-34",413
2010,81,081,"Seefeld",4,4,1,"0-4",37
2010,73,073,"Hirslanden",4,4,1,"0-4",49
2010,11,011,"Rathaus",38,38,8,"35-39",49
2010,82,082,"Mühlebach",33,33,7,"30-34",160
2010,23,023,"Leimbach",4,4,1,"0-4",64
2010,23,023,"Leimbach",32,32,7,"30-34",75
2010,83,083,"Weinegg",28,28,6,"25-29",80
2010,101,101,"Höngg",40,40,9,"40-44",325
2010,111,111,"Affoltern",33,33,7,"30-34",400
2010,82,082,"Mühlebach",27,27,6,"25-29",126
2010,92,092,"Altstetten",45,45,10,"45-49",487
2010,14,014,"City",41,41,9,"40-44",20
2010,31,031,"Alt-Wiedikon",29,29,6,"25-29",497
2010,52,052,"Escher Wyss",36,36,8,"35-39",100
2010,123,123,"Hirzenbach",26,26,6,"25-29",211
2010,111,111,"Affoltern",27,27,6,"25-29",440
2010,82,082,"Mühlebach",46,46,10,"45-49",94
2010,42,042,"Langstrasse",28,28,6,"25-29",376
2010,119,119,"Seebach",4,4,1,"0-4",224
2010,123,123,"Hirzenbach",32,32,7,"30-34",195
2010,71,071,"Fluntern",3,3,1,"0-4",79
2010,101,101,"Höngg",25,25,6,"25-29",206
2010,13,013,"Lindenhof",42,42,9,"40-44",23
2010,92,092,"Altstetten",28,28,6,"25-29",677
2010,102,102,"Wipkingen",36,36,8,"35-39",367
2010,73,073,"Hirslanden",45,45,10,"45-49",124
2010,122,122,"Schwamendingen-Mitte",44,44,9,"40-44",154
2010,11,011,"Rathaus",40,40,9,"40-44",59
2010,63,063,"Oberstrass",44,44,9,"40-44",160
2010,91,091,"Albisrieden",46,46,10,"45-49",264
2010,11,011,"Rathaus",30,30,7,"30-34",84
2010,101,101,"Höngg",27,27,6,"25-29",272
2010,24,024,"Enge",30,30,7,"30-34",206
2010,61,061,"Unterstrass",39,39,8,"35-39",415
2010,13,013,"Lindenhof",41,41,9,"40-44",5
2010,123,123,"Hirzenbach",40,40,9,"40-44",162
2010,52,052,"Escher Wyss",35,35,8,"35-39",87
2010,33,033,"Friesenberg",27,27,6,"25-29",108
2010,13,013,"Lindenhof",38,38,8,"35-39",7
2010,14,014,"City",30,30,7,"30-34",12
2010,33,033,"Friesenberg",31,31,7,"30-34",130
2010,52,052,"Escher Wyss",33,33,7,"30-34",103
2010,21,021,"Wollishofen",3,3,1,"0-4",132
2010,91,091,"Albisrieden",37,37,8,"35-39",302
2010,101,101,"Höngg",43,43,9,"40-44",350
2010,24,024,"Enge",39,39,8,"35-39",171
2010,72,072,"Hottingen",3,3,1,"0-4",94
2010,101,101,"Höngg",3,3,1,"0-4",183
2010,12,012,"Hochschulen",39,39,8,"35-39",8
2010,101,101,"Höngg",37,37,8,"35-39",366
2010,101,101,"Höngg",33,33,7,"30-34",366
2010,72,072,"Hottingen",43,43,9,"40-44",171
2010,44,044,"Hard",42,42,9,"40-44",223
