"StichtagDatJahr","QuarSort","QuarCd","QuarLang","AlterVSort","AlterVKurz","AlterV05Sort","AlterV05Kurz","AnzBestWir"
2006,41,041,"Werd",97,97,20,"95-99",5
2006,51,051,"Gewerbeschule",90,90,19,"90-94",7
2006,21,021,"Wollishofen",85,85,18,"85-89",106
2006,91,091,"Albisrieden",88,88,18,"85-89",71
2006,31,031,"Alt-Wiedikon",92,92,19,"90-94",17
2006,34,034,"Sihlfeld",77,77,16,"75-79",125
2006,111,111,"Affoltern",96,96,20,"95-99",6
2006,31,031,"Alt-Wiedikon",89,89,18,"85-89",23
2006,81,081,"Seefeld",96,96,20,"95-99",2
2006,51,051,"Gewerbeschule",96,96,20,"95-99",4
2006,14,014,"City",89,89,18,"85-89",1
2006,73,073,"Hirslanden",96,96,20,"95-99",6
2006,13,013,"Lindenhof",89,89,18,"85-89",1
2006,71,071,"Fluntern",96,96,20,"95-99",6
2006,52,052,"Escher Wyss",90,90,19,"90-94",2
2006,63,063,"Oberstrass",85,85,18,"85-89",47
2006,12,012,"Hochschulen",94,94,19,"90-94",5
2006,82,082,"Mühlebach",96,96,20,"95-99",2
2006,61,061,"Unterstrass",85,85,18,"85-89",89
2006,11,011,"Rathaus",89,89,18,"85-89",6
2006,11,011,"Rathaus",85,85,18,"85-89",7
2006,122,122,"Schwamendingen-Mitte",72,72,15,"70-74",90
2006,115,115,"Oerlikon",9,9,2,"5-9",125
2006,71,071,"Fluntern",85,85,18,"85-89",43
2006,34,034,"Sihlfeld",96,96,20,"95-99",10
2006,92,092,"Altstetten",92,92,19,"90-94",34
2006,33,033,"Friesenberg",96,96,20,"95-99",6
2006,31,031,"Alt-Wiedikon",96,96,20,"95-99",1
2006,115,115,"Oerlikon",72,72,15,"70-74",112
2006,24,024,"Enge",96,96,20,"95-99",5
2006,14,014,"City",87,87,18,"85-89",0
2006,101,101,"Höngg",96,96,20,"95-99",13
2006,81,081,"Seefeld",84,84,17,"80-84",20
2006,42,042,"Langstrasse",96,96,20,"95-99",1
2006,102,102,"Wipkingen",72,72,15,"70-74",78
2006,61,061,"Unterstrass",91,91,19,"90-94",26
2006,23,023,"Leimbach",96,96,20,"95-99",7
2006,122,122,"Schwamendingen-Mitte",84,84,17,"80-84",54
2006,61,061,"Unterstrass",90,90,19,"90-94",39
2006,21,021,"Wollishofen",96,96,20,"95-99",22
2006,13,013,"Lindenhof",97,97,20,"95-99",0
2006,73,073,"Hirslanden",91,91,19,"90-94",26
2006,61,061,"Unterstrass",75,75,16,"75-79",139
2006,52,052,"Escher Wyss",75,75,16,"75-79",10
2006,41,041,"Werd",72,72,15,"70-74",13
2006,82,082,"Mühlebach",88,88,18,"85-89",8
2006,72,072,"Hottingen",82,82,17,"80-84",46
2006,11,011,"Rathaus",97,97,20,"95-99",2
2006,123,123,"Hirzenbach",70,70,15,"70-74",79
2006,73,073,"Hirslanden",88,88,18,"85-89",26
2006,74,074,"Witikon",8,8,2,"5-9",69
2006,82,082,"Mühlebach",93,93,19,"90-94",5
2006,72,072,"Hottingen",90,90,19,"90-94",43
2006,42,042,"Langstrasse",95,95,20,"95-99",3
2006,121,121,"Saatlen",70,70,15,"70-74",46
2006,51,051,"Gewerbeschule",93,93,19,"90-94",6
2006,81,081,"Seefeld",8,8,2,"5-9",21
2006,12,012,"Hochschulen",96,96,20,"95-99",3
2006,119,119,"Seebach",70,70,15,"70-74",153
2006,121,121,"Saatlen",96,96,20,"95-99",1
2006,111,111,"Affoltern",88,88,18,"85-89",31
2006,102,102,"Wipkingen",92,92,19,"90-94",27
2006,102,102,"Wipkingen",88,88,18,"85-89",44
2006,63,063,"Oberstrass",84,84,17,"80-84",64
2006,119,119,"Seebach",95,95,20,"95-99",11
2006,91,091,"Albisrieden",96,96,20,"95-99",18
2006,101,101,"Höngg",95,95,20,"95-99",8
2006,83,083,"Weinegg",88,88,18,"85-89",21
2006,41,041,"Werd",93,93,19,"90-94",7
2006,91,091,"Albisrieden",95,95,20,"95-99",17
2006,101,101,"Höngg",70,70,15,"70-74",216
2006,81,081,"Seefeld",95,95,20,"95-99",3
2006,91,091,"Albisrieden",94,94,19,"90-94",17
2006,72,072,"Hottingen",95,95,20,"95-99",17
2006,34,034,"Sihlfeld",95,95,20,"95-99",19
2006,82,082,"Mühlebach",94,94,19,"90-94",5
2006,51,051,"Gewerbeschule",95,95,20,"95-99",3
2006,72,072,"Hottingen",91,91,19,"90-94",23
2006,44,044,"Hard",95,95,20,"95-99",6
2006,111,111,"Affoltern",92,92,19,"90-94",25
2006,119,119,"Seebach",88,88,18,"85-89",35
2006,63,063,"Oberstrass",95,95,20,"95-99",13
2006,61,061,"Unterstrass",95,95,20,"95-99",12
2006,71,071,"Fluntern",77,77,16,"75-79",60
2006,123,123,"Hirzenbach",96,96,20,"95-99",2
2006,41,041,"Werd",95,95,20,"95-99",5
2006,14,014,"City",88,88,18,"85-89",1
2006,11,011,"Rathaus",70,70,15,"70-74",20
2006,92,092,"Altstetten",72,72,15,"70-74",256
2006,13,013,"Lindenhof",95,95,20,"95-99",0
2006,123,123,"Hirzenbach",83,83,17,"80-84",67
2006,31,031,"Alt-Wiedikon",95,95,20,"95-99",11
2006,81,081,"Seefeld",72,72,15,"70-74",24
2006,74,074,"Witikon",77,77,16,"75-79",109
2006,74,074,"Witikon",72,72,15,"70-74",119
2006,119,119,"Seebach",84,84,17,"80-84",79
2006,73,073,"Hirslanden",72,72,15,"70-74",52
2006,71,071,"Fluntern",72,72,15,"70-74",45
2006,82,082,"Mühlebach",90,90,19,"90-94",9
2006,121,121,"Saatlen",83,83,17,"80-84",30
2006,11,011,"Rathaus",88,88,18,"85-89",4
2006,74,074,"Witikon",93,93,19,"90-94",28
2006,102,102,"Wipkingen",82,82,17,"80-84",82
2006,42,042,"Langstrasse",94,94,19,"90-94",3
2006,111,111,"Affoltern",94,94,19,"90-94",5
2006,91,091,"Albisrieden",84,84,17,"80-84",142
2006,101,101,"Höngg",94,94,19,"90-94",21
2006,63,063,"Oberstrass",93,93,19,"90-94",19
2006,72,072,"Hottingen",88,88,18,"85-89",33
2006,52,052,"Escher Wyss",9,9,2,"5-9",16
2006,52,052,"Escher Wyss",88,88,18,"85-89",1
2006,61,061,"Unterstrass",99,99,20,"95-99",3
2006,121,121,"Saatlen",90,90,19,"90-94",7
2006,83,083,"Weinegg",77,77,16,"75-79",35
2006,122,122,"Schwamendingen-Mitte",92,92,19,"90-94",14
2006,42,042,"Langstrasse",88,88,18,"85-89",4
2006,72,072,"Hottingen",94,94,19,"90-94",15
2006,21,021,"Wollishofen",72,72,15,"70-74",141
2006,83,083,"Weinegg",98,98,20,"95-99",2
2006,61,061,"Unterstrass",94,94,19,"90-94",21
2006,23,023,"Leimbach",88,88,18,"85-89",26
2006,92,092,"Altstetten",87,87,18,"85-89",74
2006,83,083,"Weinegg",84,84,17,"80-84",27
2006,41,041,"Werd",94,94,19,"90-94",2
2006,21,021,"Wollishofen",98,98,20,"95-99",11
2006,21,021,"Wollishofen",88,88,18,"85-89",53
2006,24,024,"Enge",88,88,18,"85-89",21
2006,13,013,"Lindenhof",94,94,19,"90-94",1
2006,119,119,"Seebach",96,96,20,"95-99",2
2006,41,041,"Werd",96,96,20,"95-99",6
2006,21,021,"Wollishofen",94,94,19,"90-94",31
2006,71,071,"Fluntern",93,93,19,"90-94",14
2006,102,102,"Wipkingen",96,96,20,"95-99",8
2006,102,102,"Wipkingen",98,98,20,"95-99",7
2006,122,122,"Schwamendingen-Mitte",95,95,20,"95-99",4
2006,61,061,"Unterstrass",96,96,20,"95-99",9
2006,121,121,"Saatlen",93,93,19,"90-94",4
2006,23,023,"Leimbach",94,94,19,"90-94",12
2006,74,074,"Witikon",95,95,20,"95-99",21
2006,73,073,"Hirslanden",95,95,20,"95-99",13
2006,21,021,"Wollishofen",89,89,18,"85-89",56
2006,21,021,"Wollishofen",83,83,17,"80-84",108
2006,92,092,"Altstetten",96,96,20,"95-99",13
2006,115,115,"Oerlikon",93,93,19,"90-94",18
2006,24,024,"Enge",89,89,18,"85-89",16
2006,13,013,"Lindenhof",73,73,15,"70-74",8
2006,21,021,"Wollishofen",91,91,19,"90-94",47
2006,102,102,"Wipkingen",93,93,19,"90-94",29
2006,92,092,"Altstetten",91,91,19,"90-94",24
2006,24,024,"Enge",94,94,19,"90-94",9
2006,123,123,"Hirzenbach",95,95,20,"95-99",6
2006,83,083,"Weinegg",94,94,19,"90-94",14
2006,23,023,"Leimbach",89,89,18,"85-89",20
2006,31,031,"Alt-Wiedikon",72,72,15,"70-74",76
2006,74,074,"Witikon",84,84,17,"80-84",102
2006,33,033,"Friesenberg",94,94,19,"90-94",12
2006,73,073,"Hirslanden",84,84,17,"80-84",50
2006,81,081,"Seefeld",93,93,19,"90-94",4
2006,24,024,"Enge",91,91,19,"90-94",12
2006,51,051,"Gewerbeschule",72,72,15,"70-74",28
2006,71,071,"Fluntern",84,84,17,"80-84",51
2006,31,031,"Alt-Wiedikon",91,91,19,"90-94",28
2006,14,014,"City",73,73,15,"70-74",4
2006,24,024,"Enge",87,87,18,"85-89",28
2006,61,061,"Unterstrass",93,93,19,"90-94",40
2006,71,071,"Fluntern",94,94,19,"90-94",16
2006,42,042,"Langstrasse",93,93,19,"90-94",3
2006,33,033,"Friesenberg",91,91,19,"90-94",17
2006,72,072,"Hottingen",93,93,19,"90-94",18
2006,13,013,"Lindenhof",93,93,19,"90-94",2
2006,34,034,"Sihlfeld",92,92,19,"90-94",26
2006,33,033,"Friesenberg",72,72,15,"70-74",82
2006,92,092,"Altstetten",90,90,19,"90-94",36
2006,23,023,"Leimbach",91,91,19,"90-94",13
2006,12,012,"Hochschulen",9,9,2,"5-9",1
2006,44,044,"Hard",83,83,17,"80-84",54
2006,91,091,"Albisrieden",92,92,19,"90-94",38
2006,52,052,"Escher Wyss",89,89,18,"85-89",2
2006,111,111,"Affoltern",93,93,19,"90-94",19
2006,51,051,"Gewerbeschule",91,91,19,"90-94",16
2006,74,074,"Witikon",97,97,20,"95-99",5
2006,61,061,"Unterstrass",97,97,20,"95-99",2
2006,122,122,"Schwamendingen-Mitte",91,91,19,"90-94",16
2006,115,115,"Oerlikon",91,91,19,"90-94",20
2006,123,123,"Hirzenbach",92,92,19,"90-94",16
2006,71,071,"Fluntern",91,91,19,"90-94",22
2006,52,052,"Escher Wyss",84,84,17,"80-84",5
2006,21,021,"Wollishofen",93,93,19,"90-94",36
2006,44,044,"Hard",91,91,19,"90-94",20
2006,72,072,"Hottingen",89,89,18,"85-89",26
2006,34,034,"Sihlfeld",91,91,19,"90-94",40
2006,44,044,"Hard",80,80,17,"80-84",62
2006,102,102,"Wipkingen",91,91,19,"90-94",37
2006,44,044,"Hard",84,84,17,"80-84",57
2006,61,061,"Unterstrass",86,86,18,"85-89",87
2006,111,111,"Affoltern",90,90,19,"90-94",33
2006,51,051,"Gewerbeschule",80,80,17,"80-84",25
2006,33,033,"Friesenberg",80,80,17,"80-84",60
2006,115,115,"Oerlikon",92,92,19,"90-94",21
2006,12,012,"Hochschulen",84,84,17,"80-84",3
2006,63,063,"Oberstrass",94,94,19,"90-94",12
2006,42,042,"Langstrasse",90,90,19,"90-94",8
2006,74,074,"Witikon",91,91,19,"90-94",29
2006,83,083,"Weinegg",89,89,18,"85-89",11
2006,44,044,"Hard",96,96,20,"95-99",3
2006,122,122,"Schwamendingen-Mitte",9,9,2,"5-9",78
2006,71,071,"Fluntern",92,92,19,"90-94",13
2006,61,061,"Unterstrass",70,70,15,"70-74",145
2006,111,111,"Affoltern",9,9,2,"5-9",154
2006,102,102,"Wipkingen",9,9,2,"5-9",71
2006,81,081,"Seefeld",83,83,17,"80-84",20
2006,23,023,"Leimbach",84,84,17,"80-84",36
2006,123,123,"Hirzenbach",86,86,18,"85-89",54
2006,42,042,"Langstrasse",9,9,2,"5-9",46
2006,21,021,"Wollishofen",84,84,17,"80-84",123
2006,121,121,"Saatlen",86,86,18,"85-89",13
2006,83,083,"Weinegg",96,96,20,"95-99",4
2006,24,024,"Enge",9,9,2,"5-9",53
2006,74,074,"Witikon",92,92,19,"90-94",33
2006,44,044,"Hard",77,77,16,"75-79",90
2006,73,073,"Hirslanden",92,92,19,"90-94",28
2006,102,102,"Wipkingen",89,89,18,"85-89",49
2006,115,115,"Oerlikon",89,89,18,"85-89",44
2006,61,061,"Unterstrass",87,87,18,"85-89",57
2006,92,092,"Altstetten",98,98,20,"95-99",3
2006,12,012,"Hochschulen",98,98,20,"95-99",1
2006,34,034,"Sihlfeld",84,84,17,"80-84",86
2006,101,101,"Höngg",73,73,15,"70-74",224
2006,33,033,"Friesenberg",92,92,19,"90-94",17
2006,31,031,"Alt-Wiedikon",87,87,18,"85-89",25
2006,92,092,"Altstetten",94,94,19,"90-94",16
2006,33,033,"Friesenberg",84,84,17,"80-84",48
2006,24,024,"Enge",98,98,20,"95-99",2
2006,101,101,"Höngg",88,88,18,"85-89",62
2006,101,101,"Höngg",80,80,17,"80-84",169
2006,115,115,"Oerlikon",83,83,17,"80-84",117
2006,74,074,"Witikon",88,88,18,"85-89",42
2006,24,024,"Enge",92,92,19,"90-94",14
2006,63,063,"Oberstrass",88,88,18,"85-89",33
2006,23,023,"Leimbach",92,92,19,"90-94",12
2006,61,061,"Unterstrass",88,88,18,"85-89",48
2006,92,092,"Altstetten",86,86,18,"85-89",111
2006,63,063,"Oberstrass",70,70,15,"70-74",59
2006,12,012,"Hochschulen",92,92,19,"90-94",5
2006,13,013,"Lindenhof",88,88,18,"85-89",0
2006,115,115,"Oerlikon",94,94,19,"90-94",15
2006,111,111,"Affoltern",95,95,20,"95-99",9
2006,111,111,"Affoltern",91,91,19,"90-94",25
2006,102,102,"Wipkingen",86,86,18,"85-89",72
2006,74,074,"Witikon",80,80,17,"80-84",107
2006,101,101,"Höngg",91,91,19,"90-94",29
2006,102,102,"Wipkingen",90,90,19,"90-94",38
2006,14,014,"City",9,9,2,"5-9",6
2006,83,083,"Weinegg",93,93,19,"90-94",6
2006,51,051,"Gewerbeschule",94,94,19,"90-94",9
2006,115,115,"Oerlikon",87,87,18,"85-89",58
2006,91,091,"Albisrieden",91,91,19,"90-94",37
2006,51,051,"Gewerbeschule",87,87,18,"85-89",15
2006,83,083,"Weinegg",87,87,18,"85-89",21
2006,81,081,"Seefeld",87,87,18,"85-89",15
2006,72,072,"Hottingen",87,87,18,"85-89",39
2006,81,081,"Seefeld",86,86,18,"85-89",14
2006,21,021,"Wollishofen",87,87,18,"85-89",71
2006,122,122,"Schwamendingen-Mitte",94,94,19,"90-94",8
2006,41,041,"Werd",91,91,19,"90-94",7
2006,111,111,"Affoltern",99,99,20,"95-99",1
2006,111,111,"Affoltern",86,86,18,"85-89",60
2006,122,122,"Schwamendingen-Mitte",80,80,17,"80-84",82
2006,82,082,"Mühlebach",86,86,18,"85-89",21
2006,42,042,"Langstrasse",98,98,20,"95-99",1
2006,72,072,"Hottingen",86,86,18,"85-89",46
2006,122,122,"Schwamendingen-Mitte",86,86,18,"85-89",67
2006,41,041,"Werd",87,87,18,"85-89",17
2006,52,052,"Escher Wyss",86,86,18,"85-89",2
2006,101,101,"Höngg",86,86,18,"85-89",99
2006,42,042,"Langstrasse",86,86,18,"85-89",19
2006,119,119,"Seebach",86,86,18,"85-89",50
2006,14,014,"City",91,91,19,"90-94",1
2006,23,023,"Leimbach",86,86,18,"85-89",33
2006,13,013,"Lindenhof",91,91,19,"90-94",2
2006,11,011,"Rathaus",91,91,19,"90-94",2
2006,123,123,"Hirzenbach",85,85,18,"85-89",56
2006,119,119,"Seebach",85,85,18,"85-89",68
2006,81,081,"Seefeld",99,99,20,"95-99",1
2006,101,101,"Höngg",85,85,18,"85-89",127
2006,73,073,"Hirslanden",98,98,20,"95-99",4
2006,72,072,"Hottingen",99,99,20,"95-99",8
2006,82,082,"Mühlebach",74,74,15,"70-74",25
2006,31,031,"Alt-Wiedikon",85,85,18,"85-89",59
2006,72,072,"Hottingen",74,74,15,"70-74",59
2006,14,014,"City",85,85,18,"85-89",1
2006,13,013,"Lindenhof",85,85,18,"85-89",7
2006,12,012,"Hochschulen",95,95,20,"95-99",4
2006,92,092,"Altstetten",93,93,19,"90-94",26
2006,72,072,"Hottingen",84,84,17,"80-84",48
2006,123,123,"Hirzenbach",84,84,17,"80-84",76
2006,23,023,"Leimbach",87,87,18,"85-89",21
2006,52,052,"Escher Wyss",82,82,17,"80-84",3
2006,102,102,"Wipkingen",94,94,19,"90-94",20
2006,21,021,"Wollishofen",95,95,20,"95-99",23
2006,44,044,"Hard",87,87,18,"85-89",32
2006,44,044,"Hard",99,99,20,"95-99",1
2006,44,044,"Hard",94,94,19,"90-94",7
2006,61,061,"Unterstrass",84,84,17,"80-84",102
2006,72,072,"Hottingen",96,96,20,"95-99",8
2006,44,044,"Hard",86,86,18,"85-89",48
2006,41,041,"Werd",99,99,20,"95-99",2
2006,23,023,"Leimbach",95,95,20,"95-99",3
2006,31,031,"Alt-Wiedikon",84,84,17,"80-84",54
2006,24,024,"Enge",95,95,20,"95-99",11
2006,14,014,"City",84,84,17,"80-84",4
2006,13,013,"Lindenhof",84,84,17,"80-84",6
2006,11,011,"Rathaus",84,84,17,"80-84",12
2006,122,122,"Schwamendingen-Mitte",83,83,17,"80-84",54
2006,123,123,"Hirzenbach",94,94,19,"90-94",6
2006,23,023,"Leimbach",9,9,2,"5-9",52
2006,92,092,"Altstetten",83,83,17,"80-84",144
2006,73,073,"Hirslanden",83,83,17,"80-84",60
2006,123,123,"Hirzenbach",90,90,19,"90-94",20
2006,33,033,"Friesenberg",95,95,20,"95-99",8
2006,122,122,"Schwamendingen-Mitte",93,93,19,"90-94",11
2006,102,102,"Wipkingen",84,84,17,"80-84",81
2006,41,041,"Werd",83,83,17,"80-84",17
2006,74,074,"Witikon",96,96,20,"95-99",6
2006,121,121,"Saatlen",87,87,18,"85-89",18
2006,74,074,"Witikon",86,86,18,"85-89",69
2006,83,083,"Weinegg",90,90,19,"90-94",11
2006,101,101,"Höngg",89,89,18,"85-89",65
2006,101,101,"Höngg",92,92,19,"90-94",41
2006,13,013,"Lindenhof",99,99,20,"95-99",0
2006,81,081,"Seefeld",90,90,19,"90-94",11
2006,12,012,"Hochschulen",83,83,17,"80-84",4
2006,111,111,"Affoltern",85,85,18,"85-89",65
2006,119,119,"Seebach",90,90,19,"90-94",34
2006,111,111,"Affoltern",98,98,20,"95-99",2
2006,83,083,"Weinegg",82,82,17,"80-84",39
2006,101,101,"Höngg",90,90,19,"90-94",42
2006,91,091,"Albisrieden",97,97,20,"95-99",8
2006,63,063,"Oberstrass",92,92,19,"90-94",11
2006,123,123,"Hirzenbach",81,81,17,"80-84",76
2006,12,012,"Hochschulen",86,86,18,"85-89",5
2006,23,023,"Leimbach",82,82,17,"80-84",33
2006,81,081,"Seefeld",94,94,19,"90-94",2
2006,21,021,"Wollishofen",82,82,17,"80-84",135
2006,71,071,"Fluntern",86,86,18,"85-89",38
2006,121,121,"Saatlen",81,81,17,"80-84",32
2006,83,083,"Weinegg",95,95,20,"95-99",10
2006,63,063,"Oberstrass",86,86,18,"85-89",36
2006,111,111,"Affoltern",83,83,17,"80-84",83
2006,91,091,"Albisrieden",81,81,17,"80-84",167
2006,83,083,"Weinegg",91,91,19,"90-94",10
2006,115,115,"Oerlikon",98,98,20,"95-99",4
2006,51,051,"Gewerbeschule",86,86,18,"85-89",15
2006,52,052,"Escher Wyss",87,87,18,"85-89",1
2006,14,014,"City",81,81,17,"80-84",4
2006,13,013,"Lindenhof",81,81,17,"80-84",4
2006,11,011,"Rathaus",81,81,17,"80-84",10
2006,63,063,"Oberstrass",90,90,19,"90-94",17
2006,83,083,"Weinegg",71,71,15,"70-74",27
2006,119,119,"Seebach",80,80,17,"80-84",127
2006,119,119,"Seebach",9,9,2,"5-9",141
2006,92,092,"Altstetten",80,80,17,"80-84",231
2006,42,042,"Langstrasse",84,84,17,"80-84",16
2006,73,073,"Hirslanden",80,80,17,"80-84",49
2006,12,012,"Hochschulen",90,90,19,"90-94",2
2006,71,071,"Fluntern",80,80,17,"80-84",57
2006,63,063,"Oberstrass",80,80,17,"80-84",59
2006,72,072,"Hottingen",71,71,15,"70-74",72
2006,44,044,"Hard",90,90,19,"90-94",22
2006,41,041,"Werd",80,80,17,"80-84",15
2006,34,034,"Sihlfeld",80,80,17,"80-84",111
2006,41,041,"Werd",90,90,19,"90-94",5
2006,101,101,"Höngg",83,83,17,"80-84",143
2006,73,073,"Hirslanden",9,9,2,"5-9",48
2006,61,061,"Unterstrass",81,81,17,"80-84",147
2006,34,034,"Sihlfeld",79,79,16,"75-79",116
2006,31,031,"Alt-Wiedikon",90,90,19,"90-94",22
2006,12,012,"Hochschulen",80,80,17,"80-84",5
2006,74,074,"Witikon",98,98,20,"95-99",6
2006,12,012,"Hochschulen",93,93,19,"90-94",3
2006,61,061,"Unterstrass",92,92,19,"90-94",36
2006,115,115,"Oerlikon",8,8,2,"5-9",119
2006,83,083,"Weinegg",86,86,18,"85-89",27
2006,92,092,"Altstetten",8,8,2,"5-9",176
2006,83,083,"Weinegg",8,8,2,"5-9",33
2006,71,071,"Fluntern",8,8,2,"5-9",58
2006,51,051,"Gewerbeschule",79,79,16,"75-79",33
2006,31,031,"Alt-Wiedikon",94,94,19,"90-94",13
2006,51,051,"Gewerbeschule",8,8,2,"5-9",58
2006,14,014,"City",90,90,19,"90-94",1
2006,44,044,"Hard",8,8,2,"5-9",99
2006,13,013,"Lindenhof",90,90,19,"90-94",1
2006,122,122,"Schwamendingen-Mitte",85,85,18,"85-89",44
2006,71,071,"Fluntern",98,98,20,"95-99",1
2006,34,034,"Sihlfeld",8,8,2,"5-9",136
2006,33,033,"Friesenberg",8,8,2,"5-9",144
2006,11,011,"Rathaus",90,90,19,"90-94",2
2006,21,021,"Wollishofen",8,8,2,"5-9",134
2006,13,013,"Lindenhof",8,8,2,"5-9",1
2006,34,034,"Sihlfeld",86,86,18,"85-89",106
2006,119,119,"Seebach",93,93,19,"90-94",17
2006,33,033,"Friesenberg",86,86,18,"85-89",55
2006,123,123,"Hirzenbach",9,9,2,"5-9",127
2006,115,115,"Oerlikon",79,79,16,"75-79",118
2006,83,083,"Weinegg",79,79,16,"75-79",34
2006,81,081,"Seefeld",79,79,16,"75-79",23
2006,42,042,"Langstrasse",92,92,19,"90-94",6
2006,71,071,"Fluntern",79,79,16,"75-79",42
2006,115,115,"Oerlikon",95,95,20,"95-99",9
2006,44,044,"Hard",79,79,16,"75-79",68
2006,41,041,"Werd",79,79,16,"75-79",17
2006,121,121,"Saatlen",9,9,2,"5-9",97
2006,33,033,"Friesenberg",79,79,16,"75-79",80
2006,31,031,"Alt-Wiedikon",79,79,16,"75-79",60
2006,82,082,"Mühlebach",83,83,17,"80-84",29
2006,21,021,"Wollishofen",79,79,16,"75-79",149
2006,13,013,"Lindenhof",79,79,16,"75-79",4
2006,34,034,"Sihlfeld",98,98,20,"95-99",4
2006,101,101,"Höngg",9,9,2,"5-9",144
2006,115,115,"Oerlikon",85,85,18,"85-89",81
2006,74,074,"Witikon",79,79,16,"75-79",85
2006,91,091,"Albisrieden",9,9,2,"5-9",103
2006,33,033,"Friesenberg",98,98,20,"95-99",2
2006,92,092,"Altstetten",95,95,20,"95-99",11
2006,42,042,"Langstrasse",74,74,15,"70-74",35
2006,123,123,"Hirzenbach",73,73,15,"70-74",90
2006,123,123,"Hirzenbach",87,87,18,"85-89",25
2006,91,091,"Albisrieden",78,78,16,"75-79",181
2006,102,102,"Wipkingen",87,87,18,"85-89",57
2006,31,031,"Alt-Wiedikon",98,98,20,"95-99",3
2006,121,121,"Saatlen",73,73,15,"70-74",46
2006,119,119,"Seebach",73,73,15,"70-74",156
2006,102,102,"Wipkingen",95,95,20,"95-99",9
2006,91,091,"Albisrieden",85,85,18,"85-89",124
2006,61,061,"Unterstrass",78,78,16,"75-79",154
2006,123,123,"Hirzenbach",93,93,19,"90-94",4
2006,82,082,"Mühlebach",85,85,18,"85-89",29
2006,24,024,"Enge",84,84,17,"80-84",50
2006,121,121,"Saatlen",92,92,19,"90-94",4
2006,82,082,"Mühlebach",9,9,2,"5-9",29
2006,74,074,"Witikon",9,9,2,"5-9",83
2006,71,071,"Fluntern",9,9,2,"5-9",46
2006,115,115,"Oerlikon",77,77,16,"75-79",119
2006,81,081,"Seefeld",77,77,16,"75-79",32
2006,119,119,"Seebach",92,92,19,"90-94",13
2006,34,034,"Sihlfeld",9,9,2,"5-9",135
2006,51,051,"Gewerbeschule",77,77,16,"75-79",34
2006,33,033,"Friesenberg",9,9,2,"5-9",164
2006,31,031,"Alt-Wiedikon",9,9,2,"5-9",90
2006,41,041,"Werd",77,77,16,"75-79",17
2006,33,033,"Friesenberg",77,77,16,"75-79",80
2006,31,031,"Alt-Wiedikon",77,77,16,"75-79",82
2006,92,092,"Altstetten",76,76,16,"75-79",228
2006,74,074,"Witikon",94,94,19,"90-94",13
2006,21,021,"Wollishofen",77,77,16,"75-79",150
2006,121,121,"Saatlen",84,84,17,"80-84",26
2006,13,013,"Lindenhof",77,77,16,"75-79",6
2006,52,052,"Escher Wyss",71,71,15,"70-74",10
2006,122,122,"Schwamendingen-Mitte",76,76,16,"75-79",106
2006,31,031,"Alt-Wiedikon",86,86,18,"85-89",43
2006,102,102,"Wipkingen",76,76,16,"75-79",81
2006,123,123,"Hirzenbach",99,99,20,"95-99",2
2006,82,082,"Mühlebach",95,95,20,"95-99",3
2006,83,083,"Weinegg",76,76,16,"75-79",23
2006,63,063,"Oberstrass",9,9,2,"5-9",58
2006,111,111,"Affoltern",87,87,18,"85-89",44
2006,52,052,"Escher Wyss",74,74,15,"70-74",7
2006,101,101,"Höngg",99,99,20,"95-99",3
2006,74,074,"Witikon",76,76,16,"75-79",122
2006,61,061,"Unterstrass",9,9,2,"5-9",126
2006,73,073,"Hirslanden",76,76,16,"75-79",48
2006,52,052,"Escher Wyss",98,98,20,"95-99",1
2006,21,021,"Wollishofen",9,9,2,"5-9",115
2006,24,024,"Enge",71,71,15,"70-74",54
2006,33,033,"Friesenberg",76,76,16,"75-79",81
2006,24,024,"Enge",76,76,16,"75-79",58
2006,23,023,"Leimbach",76,76,16,"75-79",42
2006,102,102,"Wipkingen",85,85,18,"85-89",76
2006,21,021,"Wollishofen",76,76,16,"75-79",190
2006,13,013,"Lindenhof",96,96,20,"95-99",1
2006,111,111,"Affoltern",76,76,16,"75-79",180
2006,12,012,"Hochschulen",76,76,16,"75-79",6
2006,11,011,"Rathaus",94,94,19,"90-94",0
2006,73,073,"Hirslanden",94,94,19,"90-94",18
2006,83,083,"Weinegg",85,85,18,"85-89",22
2006,91,091,"Albisrieden",99,99,20,"95-99",5
2006,72,072,"Hottingen",75,75,16,"75-79",69
2006,119,119,"Seebach",99,99,20,"95-99",1
2006,82,082,"Mühlebach",84,84,17,"80-84",31
2006,82,082,"Mühlebach",99,99,20,"95-99",2
2006,74,074,"Witikon",85,85,18,"85-89",88
2006,121,121,"Saatlen",89,89,18,"85-89",10
2006,31,031,"Alt-Wiedikon",93,93,19,"90-94",9
2006,73,073,"Hirslanden",85,85,18,"85-89",48
2006,121,121,"Saatlen",94,94,19,"90-94",3
2006,42,042,"Langstrasse",99,99,20,"95-99",2
2006,34,034,"Sihlfeld",99,99,20,"95-99",2
2006,111,111,"Affoltern",89,89,18,"85-89",30
2006,31,031,"Alt-Wiedikon",99,99,20,"95-99",2
2006,92,092,"Altstetten",89,89,18,"85-89",36
2006,63,063,"Oberstrass",73,73,15,"70-74",51
2006,71,071,"Fluntern",95,95,20,"95-99",10
2006,44,044,"Hard",73,73,15,"70-74",82
2006,122,122,"Schwamendingen-Mitte",99,99,20,"95-99",3
